,fibro,endo,immune
TCP11,0.0,0.0,0.0
TCP11L1,5.0,3.0,1.0
TCP11L2,4.0,1.0,0.0
TCP11X1,0.0,0.0,0.0
TCP11X2,0.0,0.0,0.0
TCRBV11S1A1T,0.0,0.0,0.0
TCTA,29.0,33.0,17.0
TCTE1,0.0,0.0,0.0
TCTE3,3.0,2.0,0.0
TCTEX1D1,0.0,1.0,2.0
TCTEX1D2,25.0,36.0,2.0
TCTEX1D4,0.0,0.0,0.0
TCTN1,25.0,11.0,4.0
TCTN2,5.0,6.0,1.0
TCTN3,46.0,40.0,4.0
TDG,21.0,28.0,15.0
TDGF1,0.0,0.0,0.0
TDH,0.0,0.0,0.0
TDO2,33.0,6.0,0.0
TDP1,19.0,12.0,6.0
TDP2,47.0,30.0,46.0
TDRD1,0.0,0.0,0.0
TDRD10,0.0,5.0,0.0
TDRD12,1.0,0.0,0.0
TDRD15,0.0,0.0,0.0
TDRD3,15.0,14.0,10.0
TDRD5,0.0,0.0,0.0
TDRD6,0.0,1.0,0.0
TDRD7,6.0,9.0,5.0
TDRD9,0.0,1.0,2.0
TDRG1,0.0,0.0,0.0
TDRKH,1.0,6.0,0.0
TDRP,8.0,34.0,0.0
TEAD1,58.0,7.0,0.0
TEAD2,103.0,107.0,0.0
TEAD3,59.0,10.0,0.0
TEAD4,48.0,66.0,0.0
TEC,0.0,0.0,5.0
TECPR1,21.0,60.0,12.0
TECPR2,31.0,20.0,4.0
TECR,99.0,68.0,34.0
TECRL,0.0,0.0,0.0
TECTA,0.0,0.0,0.0
TECTB,0.0,0.0,0.0
TEDDM1,0.0,0.0,0.0
TEF,13.0,16.0,4.0
TEFM,4.0,3.0,0.0
TEK,1.0,69.0,0.0
TEKT1,0.0,0.0,0.0
TEKT2,0.0,0.0,0.0
TEKT3,1.0,1.0,0.0
TEKT4,33.0,8.0,0.0
TEKT4P2,58.0,25.0,4.0
TEKT5,0.0,0.0,0.0
TELO2,30.0,24.0,8.0
TEN1,17.0,30.0,10.0
TEN1.CDK3,0.0,1.0,0.0
TENM1,0.0,0.0,0.0
TENM2,0.0,1.0,0.0
TENM3,1.0,0.0,0.0
TENM4,4.0,0.0,0.0
TEP1,15.0,7.0,4.0
TEPP,1.0,2.0,0.0
TERF1,38.0,35.0,7.0
TERF2,39.0,62.0,9.0
TERF2IP,117.0,90.0,40.0
TERT,0.0,0.0,0.0
TES,33.0,68.0,11.0
TESC,45.0,26.0,16.0
TESK1,27.0,20.0,14.0
TESK2,4.0,9.0,1.0
TESPA1,0.0,1.0,6.0
TET1,11.0,8.0,1.0
TET2,11.0,18.0,4.0
TET3,21.0,8.0,10.0
TEX10,33.0,30.0,5.0
TEX101,0.0,0.0,0.0
TEX11,0.0,0.0,0.0
TEX12,0.0,0.0,0.0
TEX13A,0.0,0.0,0.0
TEX13B,0.0,0.0,0.0
TEX14,0.0,0.0,0.0
TEX15,0.0,0.0,0.0
TEX19,0.0,0.0,0.0
TEX2,28.0,22.0,13.0
TEX22,0.0,0.0,0.0
TEX26,0.0,0.0,0.0
TEX261,29.0,17.0,4.0
TEX264,10.0,25.0,16.0
TEX28,0.0,0.0,0.0
TEX29,0.0,0.0,0.0
TEX30,19.0,17.0,4.0
TEX33,0.0,0.0,0.0
TEX35,0.0,0.0,0.0
TEX36,0.0,0.0,0.0
TEX37,0.0,0.0,0.0
TEX38,0.0,0.0,0.0
TEX40,0.0,0.0,0.0
TEX41,0.0,0.0,0.0
TEX43,0.0,0.0,0.0
TEX9,2.0,0.0,0.0
TF,1.0,0.0,1.0
TFAM,29.0,31.0,7.0
TFAP2A,2.0,0.0,0.0
TFAP2B,0.0,0.0,0.0
TFAP2C,1.0,0.0,0.0
TFAP2D,0.0,0.0,0.0
TFAP2E,0.0,0.0,0.0
TFAP4,8.0,15.0,1.0
TFB1M,14.0,5.0,3.0
TFB2M,12.0,13.0,0.0
TFCP2,24.0,25.0,10.0
TFCP2L1,1.0,0.0,1.0
TFDP1,60.0,56.0,36.0
TFDP2,17.0,10.0,1.0
TFDP3,0.0,0.0,0.0
TFE3,61.0,52.0,43.0
TFEB,14.0,6.0,13.0
TFEC,0.0,0.0,22.0
TFF1,0.0,0.0,0.0
TFF2,0.0,0.0,0.0
TFF3,8.0,10.0,2.0
TFG,193.0,96.0,38.0
TFIP11,22.0,27.0,7.0
TFPI,282.0,87.0,12.0
TFPI2,918.0,38.0,16.0
TFPT,9.0,28.0,17.0
TFR2,1.0,1.0,0.0
TFRC,70.0,31.0,54.0
TG,2.0,1.0,0.0
TGDS,9.0,12.0,5.0
TGFA,0.0,0.0,5.0
TGFB1,174.0,85.0,26.0
TGFB1I1,234.0,128.0,4.0
TGFB2,36.0,6.0,2.0
TGFB3,263.0,14.0,0.0
TGFBI,1084.0,32.0,466.0
TGFBR1,29.0,75.0,22.0
TGFBR2,56.0,129.0,20.0
TGFBR3,49.0,21.0,3.0
TGFBR3L,8.0,9.0,0.0
TGFBRAP1,32.0,26.0,9.0
TGIF1,97.0,130.0,22.0
TGIF2,16.0,23.0,7.0
TGIF2LX,0.0,0.0,0.0
TGIF2LY,0.0,0.0,0.0
TGM1,0.0,0.0,1.0
TGM2,763.0,130.0,182.0
TGM3,0.0,0.0,0.0
TGM4,0.0,0.0,0.0
TGM5,0.0,0.0,0.0
TGM6,0.0,0.0,0.0
TGM7,0.0,0.0,0.0
TGOLN2,109.0,135.0,82.0
TGS1,14.0,22.0,6.0
TH,0.0,0.0,0.0
TH2LCRR,0.0,0.0,0.0
THADA,24.0,13.0,7.0
THAP1,20.0,19.0,4.0
THAP10,3.0,9.0,0.0
THAP11,60.0,62.0,15.0
THAP2,8.0,3.0,3.0
THAP3,12.0,19.0,6.0
THAP4,60.0,35.0,7.0
THAP5,13.0,12.0,5.0
THAP6,3.0,3.0,1.0
THAP7,16.0,10.0,5.0
THAP8,5.0,5.0,2.0
THAP9,0.0,5.0,0.0
THBD,185.0,732.0,57.0
THBS1,930.0,991.0,209.0
THBS2,575.0,6.0,0.0
THBS3,7.0,2.0,0.0
THBS4,94.0,8.0,0.0
THCAT158,0.0,0.0,0.0
THEG,0.0,0.0,0.0
THEM4,13.0,7.0,2.0
THEM5,0.0,0.0,0.0
THEM6,12.0,41.0,5.0
THEMIS,0.0,0.0,1.0
THEMIS2,5.0,10.0,78.0
THG1L,30.0,12.0,3.0
THNSL1,1.0,0.0,0.0
THNSL2,11.0,0.0,7.0
THOC1,7.0,9.0,0.0
THOC2,39.0,35.0,13.0
THOC3,2.0,9.0,1.0
THOC5,30.0,22.0,6.0
THOC6,7.0,3.0,3.0
THOC7,75.0,47.0,19.0
THOP1,11.0,11.0,9.0
THPO,0.0,0.0,0.0
THRA,29.0,37.0,7.0
THRA1.BTR,0.0,1.0,0.0
THRAP3,131.0,101.0,47.0
THRB,13.0,3.0,0.0
THRB.IT1,1.0,0.0,0.0
THRSP,0.0,0.0,0.0
THSD1,1.0,12.0,0.0
THSD4,0.0,1.0,0.0
THSD7A,0.0,1.0,0.0
THTPA,12.0,15.0,6.0
THUMPD1,27.0,24.0,5.0
THUMPD2,2.0,4.0,3.0
THUMPD3,32.0,29.0,10.0
THY1,342.0,100.0,0.0
THYN1,46.0,43.0,16.0
TIA1,41.0,48.0,12.0
TIAF1,0.0,0.0,0.0
TIAL1,75.0,57.0,33.0
TIAM1,4.0,6.0,14.0
TIAM2,3.0,6.0,6.0
TICAM1,26.0,37.0,10.0
TICAM2,0.0,0.0,0.0
TICRR,0.0,0.0,0.0
TIE1,11.0,506.0,5.0
TIFA,12.0,25.0,7.0
TIFAB,0.0,0.0,0.0
TIGAR,21.0,15.0,12.0
TIGD1,0.0,1.0,0.0
TIGD2,1.0,2.0,0.0
TIGD3,0.0,0.0,0.0
TIGD4,1.0,0.0,0.0
TIGD5,11.0,9.0,4.0
TIGD6,5.0,4.0,0.0
TIGD7,1.0,2.0,1.0
TIGIT,0.0,0.0,1.0
TIMD4,0.0,0.0,0.0
TIMELESS,12.0,12.0,1.0
TIMM10,61.0,73.0,20.0
TIMM10B,46.0,27.0,15.0
TIMM13,130.0,89.0,31.0
TIMM17A,126.0,92.0,28.0
TIMM17B,61.0,40.0,19.0
TIMM21,19.0,16.0,7.0
TIMM22,32.0,34.0,7.0
TIMM23,41.0,46.0,14.0
TIMM23B,9.0,5.0,3.0
TIMM44,12.0,23.0,2.0
TIMM50,60.0,48.0,15.0
TIMM8A,9.0,6.0,1.0
TIMM8B,152.0,140.0,36.0
TIMM9,23.0,23.0,0.0
TIMMDC1,101.0,95.0,38.0
TIMP1,18599.0,1754.0,670.0
TIMP2,578.0,264.0,226.0
TIMP3,2466.0,325.0,16.0
TIMP4,10.0,0.0,0.0
TINAG,0.0,0.0,0.0
TINAGL1,57.0,146.0,0.0
TINCR,0.0,0.0,0.0
TINF2,73.0,78.0,30.0
TIPARP,73.0,37.0,48.0
TIPIN,5.0,8.0,0.0
TIPRL,45.0,39.0,6.0
TIRAP,3.0,5.0,0.0
TISP43,0.0,0.0,0.0
TJAP1,19.0,22.0,7.0
TJP1,62.0,115.0,2.0
TJP2,12.0,51.0,7.0
TJP3,0.0,0.0,0.0
TK1,9.0,0.0,12.0
TK2,40.0,18.0,21.0
TKFC,11.0,3.0,5.0
TKT,505.0,233.0,111.0
TKTL1,0.0,0.0,0.0
TKTL2,0.0,0.0,0.0
TLCD1,9.0,2.0,7.0
TLCD2,3.0,8.0,10.0
TLDC1,3.0,11.0,1.0
TLDC2,0.0,0.0,2.0
TLE1,28.0,18.0,3.0
TLE2,42.0,52.0,5.0
TLE3,69.0,51.0,30.0
TLE4,11.0,10.0,6.0
TLE6,0.0,5.0,0.0
TLK1,15.0,27.0,6.0
TLK2,24.0,29.0,8.0
TLL1,0.0,21.0,0.0
TLL2,0.0,1.0,1.0
TLN1,345.0,181.0,141.0
TLN2,9.0,1.0,0.0
TLR1,0.0,5.0,12.0
TLR10,0.0,0.0,0.0
TLR2,0.0,0.0,17.0
TLR3,0.0,1.0,0.0
TLR4,1.0,0.0,7.0
TLR5,0.0,0.0,2.0
TLR6,0.0,2.0,4.0
TLR7,0.0,0.0,1.0
TLR8,0.0,0.0,10.0
TLR9,0.0,0.0,0.0
TLX1,4.0,0.0,0.0
TLX1NB,0.0,0.0,0.0
TLX2,0.0,0.0,0.0
TLX3,0.0,0.0,0.0
TM2D1,72.0,44.0,7.0
TM2D2,59.0,57.0,31.0
TM2D3,57.0,50.0,17.0
TM4SF1,121.0,1165.0,3.0
TM4SF18,0.0,69.0,0.0
TM4SF19,0.0,0.0,1.0
TM4SF19.TCTEX1D2,0.0,3.0,0.0
TM4SF20,0.0,0.0,0.0
TM4SF4,43.0,16.0,48.0
TM4SF5,1.0,0.0,0.0
TM6SF1,1.0,7.0,8.0
TM6SF2,5.0,0.0,0.0
TM7SF2,3.0,4.0,6.0
TM7SF3,29.0,16.0,15.0
TM9SF1,62.0,40.0,7.0
TM9SF2,153.0,114.0,49.0
TM9SF3,180.0,219.0,54.0
TM9SF4,50.0,25.0,24.0
TMA16,43.0,29.0,10.0
TMA7,522.0,427.0,146.0
TMBIM1,165.0,118.0,87.0
TMBIM4,79.0,115.0,32.0
TMBIM6,696.0,586.0,402.0
TMC1,0.0,0.0,0.0
TMC2,0.0,0.0,0.0
TMC3,0.0,0.0,0.0
TMC4,2.0,2.0,2.0
TMC5,1.0,1.0,0.0
TMC6,3.0,32.0,20.0
TMC7,1.0,16.0,0.0
TMC8,0.0,1.0,4.0
TMCC1,47.0,31.0,12.0
TMCC2,7.0,9.0,2.0
TMCC3,4.0,29.0,25.0
TMCO1,144.0,110.0,36.0
TMCO2,0.0,0.0,0.0
TMCO3,113.0,60.0,23.0
TMCO4,12.0,5.0,6.0
TMCO5A,0.0,0.0,0.0
TMCO5B,0.0,0.0,0.0
TMCO6,6.0,6.0,9.0
TMED1,58.0,52.0,12.0
TMED10,378.0,277.0,117.0
TMED2,389.0,237.0,79.0
TMED3,203.0,51.0,39.0
TMED4,77.0,39.0,25.0
TMED5,78.0,45.0,21.0
TMED6,8.0,16.0,5.0
TMED7,155.0,87.0,34.0
TMED7.TICAM2,3.0,3.0,0.0
TMED8,40.0,21.0,9.0
TMED9,583.0,367.0,181.0
TMEFF1,0.0,0.0,0.0
TMEFF2,2.0,0.0,0.0
TMEM100,28.0,8.0,0.0
TMEM101,48.0,37.0,11.0
TMEM102,4.0,7.0,1.0
TMEM104,20.0,8.0,10.0
TMEM105,0.0,0.0,0.0
TMEM106A,5.0,7.0,14.0
TMEM106B,30.0,44.0,8.0
TMEM106C,13.0,15.0,0.0
TMEM107,19.0,16.0,5.0
TMEM108,1.0,1.0,1.0
TMEM109,220.0,311.0,51.0
TMEM11,64.0,65.0,22.0
TMEM110,16.0,18.0,6.0
TMEM110.MUSTN1,0.0,1.0,0.0
TMEM114,0.0,0.0,0.0
TMEM115,75.0,58.0,21.0
TMEM116,1.0,2.0,0.0
TMEM117,0.0,3.0,2.0
TMEM119,97.0,0.0,0.0
TMEM120A,54.0,26.0,8.0
TMEM120B,8.0,6.0,3.0
TMEM121,13.0,25.0,0.0
TMEM123,142.0,204.0,123.0
TMEM125,0.0,3.0,1.0
TMEM126A,34.0,25.0,11.0
TMEM126B,56.0,67.0,13.0
TMEM127,86.0,106.0,59.0
TMEM128,59.0,22.0,6.0
TMEM129,72.0,27.0,14.0
TMEM130,0.0,0.0,0.0
TMEM131,36.0,34.0,20.0
TMEM132A,199.0,131.0,12.0
TMEM132B,0.0,1.0,0.0
TMEM132D,1.0,0.0,1.0
TMEM133,12.0,3.0,0.0
TMEM134,46.0,46.0,24.0
TMEM135,20.0,9.0,6.0
TMEM136,23.0,15.0,2.0
TMEM138,69.0,34.0,79.0
TMEM139,0.0,0.0,0.0
TMEM140,7.0,21.0,12.0
TMEM141,64.0,60.0,21.0
TMEM143,7.0,3.0,3.0
TMEM144,1.0,2.0,16.0
TMEM145,5.0,0.0,2.0
TMEM147,244.0,201.0,56.0
TMEM14A,34.0,31.0,6.0
TMEM14B,47.0,31.0,18.0
TMEM14C,136.0,104.0,57.0
TMEM14E,0.0,0.0,0.0
TMEM150A,14.0,25.0,7.0
TMEM150B,0.0,0.0,1.0
TMEM150C,3.0,19.0,3.0
TMEM151A,3.0,1.0,0.0
TMEM154,0.0,3.0,4.0
TMEM155,0.0,1.0,0.0
TMEM156,0.0,0.0,0.0
TMEM158,375.0,7.0,1.0
TMEM159,8.0,0.0,4.0
TMEM160,68.0,49.0,15.0
TMEM161A,41.0,26.0,9.0
TMEM161B,7.0,5.0,6.0
TMEM163,8.0,6.0,16.0
TMEM164,9.0,18.0,10.0
TMEM165,116.0,64.0,21.0
TMEM167A,153.0,100.0,35.0
TMEM167B,55.0,43.0,16.0
TMEM168,15.0,11.0,4.0
TMEM169,1.0,0.0,2.0
TMEM17,0.0,1.0,3.0
TMEM170A,18.0,20.0,8.0
TMEM171,1.0,1.0,0.0
TMEM173,35.0,328.0,20.0
TMEM174,0.0,0.0,0.0
TMEM175,20.0,12.0,7.0
TMEM176A,69.0,36.0,218.0
TMEM176B,102.0,18.0,365.0
TMEM177,4.0,2.0,1.0
TMEM178A,0.0,1.0,0.0
TMEM178B,0.0,0.0,0.0
TMEM179,2.0,2.0,2.0
TMEM179B,61.0,60.0,37.0
TMEM18,25.0,21.0,6.0
TMEM180,0.0,2.0,6.0
TMEM181,48.0,86.0,8.0
TMEM182,0.0,1.0,0.0
TMEM183A,78.0,95.0,32.0
TMEM184A,3.0,3.0,4.0
TMEM184B,128.0,161.0,31.0
TMEM184C,10.0,14.0,12.0
TMEM185A,32.0,27.0,4.0
TMEM185B,11.0,13.0,6.0
TMEM186,7.0,1.0,1.0
TMEM187,10.0,6.0,3.0
TMEM189,70.0,60.0,20.0
TMEM189.UBE2V1,0.0,0.0,0.0
TMEM19,10.0,10.0,11.0
TMEM190,3.0,0.0,0.0
TMEM191A,0.0,0.0,0.0
TMEM191B,0.0,0.0,0.0
TMEM191C,0.0,0.0,0.0
TMEM192,9.0,9.0,18.0
TMEM196,3.0,1.0,2.0
TMEM198,6.0,3.0,0.0
TMEM198B,17.0,16.0,9.0
TMEM199,30.0,33.0,11.0
TMEM2,17.0,89.0,14.0
TMEM200A,13.0,2.0,2.0
TMEM200B,5.0,0.0,0.0
TMEM200C,0.0,0.0,0.0
TMEM201,12.0,16.0,2.0
TMEM202,0.0,0.0,0.0
TMEM203,42.0,38.0,16.0
TMEM204,64.0,146.0,2.0
TMEM205,196.0,160.0,45.0
TMEM206,4.0,10.0,3.0
TMEM207,1.0,0.0,0.0
TMEM208,262.0,139.0,69.0
TMEM209,5.0,8.0,2.0
TMEM210,0.0,0.0,0.0
TMEM211,0.0,0.0,0.0
TMEM212,0.0,0.0,0.0
TMEM213,0.0,0.0,0.0
TMEM214,143.0,62.0,38.0
TMEM215,0.0,0.0,0.0
TMEM216,32.0,19.0,5.0
TMEM217,1.0,0.0,0.0
TMEM218,9.0,12.0,12.0
TMEM219,128.0,180.0,90.0
TMEM220,12.0,6.0,5.0
TMEM221,0.0,0.0,0.0
TMEM222,51.0,26.0,23.0
TMEM223,28.0,25.0,3.0
TMEM225,0.0,0.0,0.0
TMEM229A,1.0,0.0,0.0
TMEM229B,3.0,5.0,5.0
TMEM230,75.0,91.0,39.0
TMEM231,7.0,5.0,2.0
TMEM232,0.0,0.0,0.0
TMEM233,0.0,30.0,5.0
TMEM234,10.0,6.0,2.0
TMEM235,0.0,0.0,0.0
TMEM237,14.0,13.0,0.0
TMEM238,11.0,4.0,8.0
TMEM239,0.0,0.0,0.0
TMEM240,1.0,0.0,0.0
TMEM241,10.0,7.0,3.0
TMEM242,33.0,27.0,9.0
TMEM243,31.0,16.0,8.0
TMEM244,0.0,0.0,0.0
TMEM245,67.0,83.0,23.0
TMEM246,16.0,37.0,3.0
TMEM247,0.0,0.0,0.0
TMEM248,193.0,138.0,60.0
TMEM249,0.0,0.0,0.0
TMEM25,11.0,9.0,2.0
TMEM251,18.0,39.0,28.0
TMEM252,0.0,0.0,0.0
TMEM254,12.0,7.0,7.0
TMEM255A,0.0,0.0,8.0
TMEM255B,8.0,176.0,9.0
TMEM256,154.0,125.0,34.0
TMEM256.PLSCR3,113.0,95.0,12.0
TMEM257,0.0,0.0,0.0
TMEM258,447.0,397.0,86.0
TMEM259,90.0,77.0,35.0
TMEM26,8.0,7.0,14.0
TMEM260,13.0,4.0,3.0
TMEM261,55.0,37.0,14.0
TMEM262,1.0,0.0,1.0
TMEM263,86.0,35.0,10.0
TMEM265,4.0,3.0,2.0
TMEM27,1.0,0.0,2.0
TMEM30A,267.0,167.0,42.0
TMEM30B,2.0,1.0,0.0
TMEM30C,0.0,0.0,0.0
TMEM31,1.0,0.0,0.0
TMEM33,75.0,61.0,18.0
TMEM35,1.0,0.0,0.0
TMEM37,4.0,21.0,25.0
TMEM38A,3.0,6.0,1.0
TMEM38B,35.0,20.0,30.0
TMEM39A,52.0,22.0,4.0
TMEM39B,42.0,54.0,8.0
TMEM40,0.0,0.0,0.0
TMEM41A,23.0,23.0,9.0
TMEM41B,40.0,51.0,10.0
TMEM42,17.0,9.0,7.0
TMEM43,82.0,85.0,15.0
TMEM44,31.0,26.0,2.0
TMEM45A,94.0,23.0,3.0
TMEM45B,0.0,0.0,0.0
TMEM47,61.0,58.0,0.0
TMEM5,25.0,17.0,2.0
TMEM50A,180.0,178.0,51.0
TMEM50B,43.0,48.0,16.0
TMEM51,65.0,50.0,39.0
TMEM52,0.0,0.0,0.0
TMEM52B,0.0,0.0,0.0
TMEM53,8.0,10.0,11.0
TMEM54,60.0,43.0,3.0
TMEM55A,22.0,6.0,4.0
TMEM55B,67.0,82.0,16.0
TMEM56,5.0,2.0,0.0
TMEM56.RWDD3,0.0,0.0,0.0
TMEM57,39.0,61.0,20.0
TMEM59,295.0,307.0,85.0
TMEM59L,64.0,3.0,1.0
TMEM60,27.0,14.0,16.0
TMEM61,2.0,0.0,2.0
TMEM62,9.0,18.0,6.0
TMEM63A,30.0,7.0,11.0
TMEM63B,38.0,40.0,5.0
TMEM63C,1.0,1.0,4.0
TMEM64,10.0,35.0,9.0
TMEM65,46.0,42.0,8.0
TMEM67,5.0,2.0,0.0
TMEM68,24.0,19.0,10.0
TMEM69,52.0,50.0,24.0
TMEM70,47.0,38.0,15.0
TMEM71,0.0,1.0,3.0
TMEM72,0.0,0.0,0.0
TMEM74,0.0,0.0,0.0
TMEM74B,7.0,4.0,2.0
TMEM78,0.0,0.0,0.0
TMEM79,4.0,3.0,3.0
TMEM80,18.0,12.0,5.0
TMEM81,4.0,2.0,0.0
TMEM82,0.0,0.0,0.0
TMEM86A,13.0,14.0,23.0
TMEM86B,0.0,2.0,2.0
TMEM87A,102.0,116.0,33.0
TMEM87B,81.0,21.0,19.0
TMEM88,9.0,119.0,1.0
TMEM88B,0.0,0.0,0.0
TMEM89,1.0,0.0,0.0
TMEM8A,66.0,83.0,24.0
TMEM8B,16.0,4.0,8.0
TMEM8C,0.0,0.0,0.0
TMEM9,110.0,51.0,16.0
TMEM91,9.0,5.0,3.0
TMEM92,5.0,0.0,1.0
TMEM95,0.0,0.0,0.0
TMEM97,1.0,1.0,5.0
TMEM98,124.0,5.0,0.0
TMEM99,16.0,24.0,1.0
TMEM9B,65.0,89.0,41.0
TMF1,54.0,29.0,13.0
TMIE,0.0,1.0,0.0
TMIGD1,0.0,0.0,0.0
TMIGD2,0.0,0.0,2.0
TMIGD3,1.0,7.0,8.0
TMLHE,8.0,3.0,1.0
TMOD1,35.0,30.0,21.0
TMOD2,9.0,68.0,4.0
TMOD3,80.0,71.0,20.0
TMOD4,0.0,0.0,3.0
TMPO,30.0,72.0,14.0
TMPPE,1.0,0.0,0.0
TMPRSS11A,1.0,0.0,0.0
TMPRSS11B,1.0,1.0,0.0
TMPRSS11BNL,0.0,0.0,0.0
TMPRSS11D,0.0,0.0,0.0
TMPRSS11E,0.0,1.0,0.0
TMPRSS11F,0.0,0.0,0.0
TMPRSS12,0.0,0.0,0.0
TMPRSS13,0.0,0.0,0.0
TMPRSS15,0.0,0.0,0.0
TMPRSS2,0.0,0.0,0.0
TMPRSS3,0.0,0.0,0.0
TMPRSS4,0.0,0.0,0.0
TMPRSS5,1.0,0.0,0.0
TMPRSS6,1.0,0.0,0.0
TMPRSS7,0.0,0.0,0.0
TMPRSS9,0.0,0.0,0.0
TMSB10,2265.0,3335.0,692.0
TMSB15A,1.0,2.0,0.0
TMSB15B,4.0,7.0,1.0
TMSB4X,3091.0,4114.0,4553.0
TMSB4Y,0.0,1.0,0.0
TMTC1,13.0,8.0,0.0
TMTC2,1.0,7.0,1.0
TMTC3,32.0,18.0,8.0
TMTC4,17.0,8.0,5.0
TMUB1,83.0,67.0,38.0
TMUB2,55.0,47.0,30.0
TMX1,72.0,81.0,26.0
TMX2,95.0,72.0,37.0
TMX2.CTNND1,0.0,0.0,1.0
TMX3,101.0,63.0,13.0
TMX4,60.0,39.0,20.0
TNC,151.0,2.0,1.0
TNF,1.0,3.0,12.0
TNFAIP1,46.0,102.0,12.0
TNFAIP2,41.0,61.0,52.0
TNFAIP3,98.0,57.0,58.0
TNFAIP6,37.0,0.0,0.0
TNFAIP8,7.0,11.0,18.0
TNFAIP8L1,10.0,136.0,7.0
TNFAIP8L2,1.0,0.0,26.0
TNFAIP8L3,6.0,7.0,1.0
TNFRSF10A,0.0,9.0,0.0
TNFRSF10B,53.0,70.0,6.0
TNFRSF10C,0.0,5.0,0.0
TNFRSF10D,50.0,50.0,9.0
TNFRSF11A,0.0,2.0,2.0
TNFRSF11B,5.0,0.0,4.0
TNFRSF12A,512.0,110.0,13.0
TNFRSF13B,0.0,0.0,0.0
TNFRSF13C,0.0,0.0,1.0
TNFRSF14,25.0,111.0,44.0
TNFRSF17,0.0,0.0,0.0
TNFRSF18,0.0,1.0,2.0
TNFRSF19,9.0,1.0,2.0
TNFRSF1A,227.0,243.0,73.0
TNFRSF1B,15.0,24.0,185.0
TNFRSF21,125.0,32.0,18.0
TNFRSF25,0.0,10.0,4.0
TNFRSF4,0.0,127.0,0.0
TNFRSF6B,0.0,0.0,0.0
TNFRSF8,0.0,1.0,1.0
TNFRSF9,0.0,0.0,8.0
TNFSF10,3.0,67.0,16.0
TNFSF11,0.0,0.0,2.0
TNFSF12,44.0,39.0,19.0
TNFSF12.TNFSF13,0.0,0.0,0.0
TNFSF13,0.0,0.0,0.0
TNFSF13B,6.0,0.0,11.0
TNFSF14,0.0,0.0,4.0
TNFSF15,10.0,0.0,5.0
TNFSF18,0.0,0.0,0.0
TNFSF4,0.0,1.0,1.0
TNFSF8,0.0,0.0,0.0
TNFSF9,0.0,1.0,5.0
TNIK,11.0,3.0,11.0
TNIP1,159.0,175.0,39.0
TNIP2,72.0,123.0,20.0
TNIP3,0.0,0.0,0.0
TNK1,2.0,3.0,0.0
TNK2,22.0,67.0,14.0
TNKS,32.0,27.0,9.0
TNKS1BP1,128.0,72.0,4.0
TNKS2,44.0,64.0,14.0
TNMD,0.0,0.0,0.0
TNN,0.0,0.0,0.0
TNNC1,0.0,1.0,0.0
TNNC2,0.0,0.0,0.0
TNNI1,0.0,0.0,0.0
TNNI2,1.0,0.0,1.0
TNNI3,0.0,0.0,0.0
TNNI3K,0.0,0.0,0.0
TNNT1,0.0,0.0,1.0
TNNT2,0.0,0.0,0.0
TNNT3,0.0,0.0,0.0
TNP1,2.0,0.0,0.0
TNP2,0.0,0.0,0.0
TNPO1,124.0,112.0,28.0
TNPO2,77.0,50.0,26.0
TNPO3,77.0,47.0,27.0
TNRC18,0.0,0.0,0.0
TNRC6A,55.0,46.0,28.0
TNRC6B,55.0,56.0,15.0
TNRC6C,0.0,0.0,2.0
TNS1,323.0,219.0,10.0
TNS2,45.0,42.0,0.0
TNS3,290.0,78.0,32.0
TNS4,0.0,0.0,0.0
TNXB,4.0,2.0,0.0
TOB1,23.0,9.0,13.0
TOB2,46.0,31.0,17.0
TOE1,20.0,25.0,7.0
TOLLIP,61.0,88.0,28.0
TOM1,109.0,91.0,101.0
TOM1L1,3.0,3.0,4.0
TOM1L2,26.0,18.0,3.0
TOMM20,175.0,156.0,21.0
TOMM20L,0.0,0.0,0.0
TOMM22,128.0,123.0,35.0
TOMM34,83.0,54.0,21.0
TOMM40,92.0,58.0,15.0
TOMM40L,7.0,7.0,5.0
TOMM5,145.0,118.0,34.0
TOMM6,0.0,1.0,0.0
TOMM7,776.0,474.0,178.0
TOMM70A,47.0,54.0,12.0
TONSL,0.0,1.0,1.0
TOP1,164.0,147.0,31.0
TOP1MT,17.0,3.0,3.0
TOP2A,11.0,1.0,4.0
TOP2B,106.0,96.0,46.0
TOP3A,3.0,2.0,2.0
TOP3B,14.0,7.0,4.0
TOPBP1,15.0,19.0,5.0
TOPORS,34.0,32.0,16.0
TOR1A,59.0,45.0,20.0
TOR1AIP1,56.0,51.0,18.0
TOR1AIP2,90.0,81.0,24.0
TOR1B,32.0,30.0,10.0
TOR2A,8.0,10.0,9.0
TOR3A,26.0,15.0,26.0
TOR4A,3.0,5.0,0.0
TOX,0.0,1.0,3.0
TOX2,18.0,27.0,2.0
TOX3,2.0,4.0,0.0
TOX4,70.0,55.0,20.0
TP53,42.0,72.0,14.0
TP53AIP1,0.0,0.0,0.0
TP53BP1,27.0,29.0,5.0
TP53BP2,38.0,31.0,12.0
TP53I11,60.0,855.0,13.0
TP53I13,55.0,23.0,27.0
TP53I3,6.0,6.0,3.0
TP53INP1,18.0,41.0,6.0
TP53INP2,33.0,61.0,7.0
TP53RK,38.0,31.0,6.0
TP53TG1,4.0,7.0,3.0
TP53TG3,0.0,0.0,0.0
TP53TG3B,0.0,0.0,0.0
