,UCSC_RefGene_Name
cg19987840,SPATA5
cg19987840,NUDT6
cg19994834,GRIA3
cg19996355,PBX4
cg20001829,TMEM25
cg20006825,PTMS
cg20009671,YY1
cg20010396,ZBTB22
cg20011794,KCTD17
cg20011833,LYRM2
cg20011974,EIF2B2
cg20022122,GCKR
cg20029652,PGBD1
cg20033731,CACNA1C
cg20034100,RNF217
cg20041381,C1orf27
cg20041381,TPR
cg20044189,SPRY4
cg20047055,KLRC1
cg20047732,TTC14
cg20050012,KIAA0100
cg20051589,DLG3
cg20059151,SLC44A3
cg20070090,S100A8
cg20074371,STT3B
cg20074593,GPR17
cg20074795,KDELR3
cg20083676,C9orf47
cg20083676,S1PR3
cg20088535,PLK4
cg20096208,CWC15
cg20096208,KDM4D
cg20104688,TK1
cg20104688,AFMID
cg20109151,NIPSNAP3A
cg20119635,DYNLT3
cg20122491,ZKSCAN5
cg20125091,GFI1
cg20126106,TAGLN3
cg20131596,PAM
cg20142224,DOK4
cg20150565,ZNFX1
cg20159072,SLC25A20
cg20162159,MON1A
cg20163033,FAM193A
cg20164558,PPP2R5D
cg20171451,CSTL1
cg20176648,AQP1
cg20180148,DNM1L
cg20191453,AMT
cg20191453,NICN1
cg20193716,MGAT1
cg20195812,STAT4
cg20199629,SAMD14
cg20203596,CCDC38
cg20217872,NAV3
cg20222911,MTA1
cg20225681,CILP
cg20227766,IFI6
cg20244073,MID1
cg20247102,RASA2
cg20251973,CENPO
cg20252016,CDCA5
cg20252016,ZFPL1
cg20254231,WDR33
cg20256494,CABP7
cg20261167,SPP1
cg20263942,GOLM1
cg20264534,CCDC97
cg20264732,ESRP2
cg20269976,GAA
cg20275133,MRPL20
cg20275344,RAB9B
cg20282199,SEC13
cg20283107,FAM91A1
cg20284440,FRMD6
cg20288630,PDE5A
cg20289911,FAM110A
cg20291674,EZR
cg20291846,ADAM17
cg20302307,NUMB
cg20303303,WDR1
cg20304401,PABPC1
cg20308511,SAT1
cg20314325,CASC5
cg20315136,RGS2
cg20319405,EIF4G2
cg20353465,ABHD1
cg20357628,PHACTR3
cg20357806,PPBP
cg20361540,VPS37B
cg20366832,LLGL2
cg20367961,EDN2
cg20375554,ARHGEF2
cg20376899,EDN1
cg20398399,KLHL6
cg20399252,EBPL
cg20404387,FAM43B
cg20406482,KCNH4
cg20406878,NR5A2
cg20415809,ITGA4
cg20416179,IYD
cg20416767,TCEAL8
cg20420254,SMPD1
cg20420433,MNX1
cg20422318,MED27
cg20437604,ANXA9
cg20449692,CLDN11
cg20449833,RHOQ
cg20450764,TSPAN7
cg20451680,ESM1
cg20458981,NAA16
cg20466045,CCT8
cg20466180,SCHIP1
cg20469837,GALNT5
cg20472189,VENTX
cg20492869,TAF1A
cg20492933,MRPL22
cg20500081,FBXO24
cg20500081,LRCH4
cg20503117,ARL8B
cg20506783,ARHGAP22
cg20518716,EEF1G
cg20520888,SPATC1
cg20525549,CRLF3
cg20530056,IKBKE
cg20540428,PPP4R2
cg20540913,EDA
cg20543416,MMP25
cg20544605,SORBS2
cg20545295,GOLGB1
cg20551517,GIP
cg20559561,RNF10
cg20559736,CEACAM19
cg20576510,PROM1
cg20582779,HHIPL2
cg20586531,PLSCR1
cg20591405,RAB6B
cg20592700,WIPI2
cg20598389,C6orf89
cg20603424,DDX31
cg20603424,GTF3C4
cg20603888,MYEF2
cg20613151,TRIM25
cg20615832,PF4V1
cg20624391,BVES
cg20627106,PDE6G
cg20630567,CCDC115
cg20639263,PNP
cg20640433,LAMA2
cg20641280,LAGE3
cg20642765,MLF2
cg20644453,C21orf59
cg20645065,ALPL
cg20645649,RPL35
cg20646490,FOSB
cg20647888,CCDC3
cg20648463,HNRNPH2
cg20648463,GLA
cg20651453,MAP3K6
cg20654468,LPXN
cg20656116,CD59
cg20661303,LEFTY2
cg20663831,GIMAP2
cg20664201,INHBE
cg20664247,PEX10
cg20670302,PSTPIP2
cg20673075,STK3
cg20673481,KCNS3
cg20673611,TM7SF3
cg20681975,CNPY3
cg20683151,TM4SF20
cg20687462,CCDC102A
cg20688340,MMP21
cg20693880,PSMB6
cg20696985,SHF
cg20699736,VAX2
cg20701850,RECQL
cg20701850,GOLT1B
cg20702327,CSNK2A1
cg20712430,KREMEN2
cg20713333,MTTP
cg20717059,FAM167A
cg20720686,POR
cg20724073,MLX
cg20725021,MASP1
cg20727114,CPT1C
cg20727362,CYB5R3
cg20732137,GMEB2
cg20757912,SSBP2
cg20761322,CIB2
cg20767356,HORMAD1
cg20769774,CYLD
cg20770803,CNTD1
cg20773127,ENPEP
cg20775254,PROM2
cg20775840,G3BP1
cg20776317,SNAPC4
cg20780953,RAB3D
cg20781140,GPR155
cg20784775,TMTC1
cg20786074,EFEMP1
cg20788083,VPS33B
cg20789620,FSD1
cg20791593,NEU4
cg20808145,KLC2
cg20815063,ANKRD49
cg20815063,MRE11A
cg20821095,FADD
cg20825323,IGBP1
cg20831708,SEC31B
cg20843052,KIAA1841
cg20848130,GJC2
cg20855303,REPS2
cg20857455,CPNE8
cg20858526,CTRC
cg20859470,RPS27
cg20867633,GOLT1A
cg20870559,OAS2
cg20880234,ZMYM2
cg20881888,ZMYND10
cg20882852,SERINC1
cg20882852,PKIB
cg20891917,IFRD1
cg20895028,CDH26
cg20896197,KIF20B
cg20910436,P4HA1
cg20925178,CWF19L1
cg20925954,DUSP5
cg20932053,CPM
cg20932765,TRIM33
cg20935106,TAPBPL
cg20950277,TNIP3
cg20951444,FNDC5
cg20951726,MTMR9
cg20955688,TMEM71
cg20955831,LRRC16A
cg20957193,ZNRF1
cg20959523,FIGN
cg20965815,DPCR1
cg20967220,GCM1
cg20969242,GON4L
cg20972553,JDP2
cg20986134,LMNB1
cg20987610,CDH17
cg20991801,CDK13
cg20994801,PIK3CD
cg20999934,NFX1
cg21000021,MYBBP1A
cg21008709,SEC22C
cg21010262,C9orf116
cg21011830,RPL18A
cg21020710,ZNF544
cg21022435,NFRKB
cg21024145,RPS15A
cg21030400,MKNK2
cg21030598,PAK2
cg21035142,CRYGN
cg21038703,ASB16
cg21039822,PCYT2
cg21041127,AGR3
cg21046413,AIFM1
cg21049762,TCIRG1
cg21053323,SUMO3
cg21057494,CLEC3B
cg21060429,NUDT1
cg21060429,FTSJ2
cg21063899,SCEL
cg21066636,TM4SF5
cg21067846,MORC4
cg21068339,DSP
cg21072025,GNG8
cg21076470,MRPS14
cg21080294,PRPS1
cg21081852,TXNRD1
cg21081971,TRPC4
cg21099221,SRM
cg21099326,TRIM35
cg21099326,PTK2B
cg21117584,SNIP1
cg21120063,C2orf82
cg21122529,CHERP
cg21126943,CEACAM6
cg21130124,CALML5
cg21132577,MYOM2
cg21137706,TMEM5
cg21140292,SMARCA2
cg21142158,COG6
cg21142188,ATP7A
cg21148892,CLEC4F
cg21152662,TEC
cg21153758,ITGA1
cg21153758,PELO
cg21154823,FAM160B2
cg21161070,RACGAP1
cg21166999,ROS1
cg21169285,MAPK9
cg21182322,POU2F1
cg21182454,MERTK
cg21184011,ZC3H18
cg21184174,NGF
cg21198021,PHC2
cg21200380,C1QBP
cg21201572,AGR2
cg21201659,SEC23IP
cg21203420,BRWD1
cg21211608,RAP1B
cg21211748,E2F2
cg21215336,LRRC8E
cg21223368,IDH3A
cg21224049,ATP5I
cg21224759,PIN4
cg21232685,GPRASP1
cg21235838,SORBS1
cg21238457,WNT11
cg21245135,PGAM1
cg21245372,NUP98
cg21248478,CLIC2
cg21250978,PRKAR2B
cg21256649,PRKAR1A
cg21258987,GSPT2
cg21263122,SSTR1
cg21271753,TMPRSS6
cg21273029,UST
cg21273098,SMPD2
cg21273098,PPIL6
cg21273125,ABHD2
cg21274570,CCL25
cg21279955,SLC27A3
cg21281799,DYRK2
cg21282997,IL18RAP
cg21283680,SH3BP5
cg21289015,USH1C
cg21289924,EIF3A
cg21291985,ZBTB46
cg21299958,ITM2C
cg21303386,RGS7
cg21305265,CDCA2
cg21307628,CCDC80
cg21309049,STK17A
cg21312090,TRPS1
cg21319745,UTP11L
cg21329628,CD320
cg21336547,AKAP8
cg21339926,CLMN
cg21350115,CALCRL
cg21350283,ACTN1
cg21351102,MYL12A
cg21351994,EMX1
cg21361470,MRAP2
cg21366535,RSPH3
cg21367040,TMEM50A
cg21367957,F10
cg21368354,CARKD
cg21369988,CAPRIN2
cg21389884,PVRL1
cg21399198,ARMC10
cg21400640,TMSB4X
cg21404906,XRCC5
cg21410991,ISL1
cg21413009,DAPK2
cg21416022,TTC23
cg21421501,FTH1
cg21424904,GRK6
cg21428681,NKX3-1
cg21435336,ANKLE1
cg21438018,MSH4
cg21440587,AIF1
cg21451553,NOVA2
cg21458116,GGA1
cg21458907,CADPS
cg21459921,ADRM1
cg21462299,VGLL1
cg21474838,KLRD1
cg21476940,ITLN1
cg21478222,ELK4
cg21478437,CTSE
cg21484834,PTK6
cg21489722,FAM9B
cg21491308,TEX101
cg21495715,SLC5A10
cg21509846,BEX1
cg21510697,USP31
cg21511069,UBAP2
cg21512370,LPAR6
cg21515744,GUK1
cg21518938,RBBP8
cg21518947,CABP4
cg21522303,ST6GALNAC2
cg21526212,PTCH1
cg21529533,HLA-G
cg21538194,DZIP1L
cg21540749,MOCS2
cg21541083,STXBP2
cg21548414,CLIC5
cg21548788,CCNI
cg21570468,RBL1
cg21571937,FZD2
cg21572897,CD80
cg21572997,LRP5
cg21574400,LIPG
cg21578541,TLR9
cg21578906,SLC5A4
cg21581873,PLEKHA6
cg21587861,BICD1
cg21596858,DCST2
cg21597649,TMEM106B
cg21601405,CD40
cg21604615,SYTL1
cg21605986,KIAA1191
cg21608489,POU2F2
cg21610192,DYNC1LI2
cg21611708,TGM3
cg21614638,DAPP1
cg21616088,FBXL4
cg21618439,CORO2A
cg21624883,IPPK
cg21643191,ABCB5
cg21643860,TUT1
cg21652012,GABRP
cg21652958,THBS2
cg21660130,CLCNKB
cg21660392,ABCA8
cg21671476,MYL9
cg21678388,ZNF354B
cg21680717,AKAP8L
cg21682902,HAL
cg21685565,GNA12
cg21686523,INTS12
cg21686523,GSTCD
cg21686900,DAZAP2
cg21688264,SNAP91
cg21696393,SOX8
cg21697779,FUNDC2
cg21703138,PPP2CA
cg21705120,UBE2G1
cg21713257,ETFDH
cg21713257,C4orf46
cg21730067,ZNF326
cg21740204,SMC5
cg21746459,MRPL50
cg21746459,ZNF189
cg21750545,DCUN1D4
cg21750602,PPP2R2D
cg21753834,PTRH1
cg21753834,TTC16
cg21762589,BNIP3
cg21768899,C12orf75
cg21772838,AURKA
cg21772838,CSTF1
cg21784940,REPIN1
cg21800088,POLR2B
cg21802726,EDEM2
cg21804822,ORAOV1
cg21818252,SEC24B
cg21825027,ACP1
cg21825027,SH3YL1
cg21829265,KIAA1586
cg21830413,VPS26A
cg21850069,TRIM41
cg21861211,ZFYVE26
cg21870662,SGSM2
cg21870662,TSR1
cg21872129,PTP4A1
cg21878918,NDUFA4L2
cg21880328,CTTNBP2
cg21880903,KLB
cg21892409,C11orf49
cg21892708,PDIA6
cg21902119,VAT1
cg21912567,GADD45G
cg21914262,MTIF3
cg21922731,HSD17B6
cg21929993,RNF130
cg21931212,C12orf57
cg21932800,MMGT1
cg21932814,CSTA
cg21935083,RAD50
cg21939221,AGBL2
cg21942576,GPBP1L1
cg21951612,MRAS
cg21958798,GUCY1A2
cg21964481,SLC34A3
cg21965997,CALY
cg21972430,TPD52L1
cg21973276,SMAD6
cg21973517,VGLL4
cg21973800,CINP
cg21973800,TECPR2
cg21975377,FZD6
cg21984310,TMEM8B
cg21991396,NLRP3
cg21992250,SLC15A3
cg22001782,BCL9
cg22007326,TMED2
cg22009923,CD151
cg22012981,ACOX2
cg22016649,PNPLA2
cg22024876,KBTBD3
cg22024876,AASDHPPT
cg22034555,DHX36
cg22041658,POP4
cg22050705,ZNF197
cg22051865,ARHGEF17
cg22062239,VKORC1
cg22064129,SLC14A2
cg22064451,TUBA1A
cg22065439,C5orf15
cg22065500,TNPO3
cg22068473,DDIT4
cg22074467,AKR1C2
cg22081096,ABCA6
cg22083047,PRICKLE2
cg22084336,UBP1
cg22090592,INF2
cg22096513,UBA2
cg22103585,CCNT1
cg22105022,SH2D3C
cg22108175,LPL
cg22110492,REXO4
cg22113807,UBOX5
cg22113807,FASTKD5
cg22114222,TIPARP
cg22123464,SLC8A2
cg22125922,ZNF337
cg22126266,LHX4
cg22130834,TTC22
cg22136326,ARL2BP
cg22136365,TAT
cg22148652,ARL5A
cg22151768,FBXL14
cg22152192,CRYM
cg22153873,BCL11A
cg22165507,MGST3
cg22170618,CDK9
cg22174355,DNAJC25
cg22178085,KIAA0430
cg22183626,TSC22D1
cg22190291,NBPF3
cg22192762,PLXNC1
cg22198623,MT1G
cg22199118,C8orf34
cg22199779,SMU1
cg22226765,GGA3
cg22226765,MRPS7
cg22227965,LMO7
cg22238923,DOK1
cg22242539,SERPINF1
cg22244122,SURF4
cg22254104,LHX6
cg22255355,ZSCAN22
cg22269795,EFHD2
cg22276571,DSTN
cg22281207,MAT2A
cg22282672,ZNF474
cg22283058,GPR37L1
cg22283148,LSM6
cg22296149,AMH
cg22313025,HACE1
cg22318989,NPR1
cg22325703,GPR83
cg22335801,TNFRSF4
cg22336633,RPS13
cg22338307,TPRKB
cg22339744,NACC1
cg22346765,UNC5CL
cg22369818,GABPB1
cg22374901,TESC
cg22377963,BCL7C
cg22377998,ARVCF
cg22409223,PIK3R4
cg22411068,ROPN1L
cg22417789,SPRY2
cg22424746,VTCN1
cg22428102,WWC2
cg22429822,RAB3B
cg22437699,ARX
cg22449795,USP30
cg22458065,PSORS1C2
cg22459930,TXNDC17
cg22459930,KIAA0753
cg22461615,THAP9
cg22463915,EEF1A2
cg22468055,PARP15
cg22468123,NAT14
cg22468803,ANKRD12
cg22469841,FSTL1
cg22470827,CHMP2B
cg22492020,TIPIN
cg22492966,JMJD1C
cg22493172,POU6F1
cg22502171,GNRH1
cg22502502,TRIM38
cg22527415,EDC3
cg22541143,HELQ
cg22541143,MRPS18C
cg22552669,FAM89B
cg22552669,SSSCA1
cg22552684,C7orf25
cg22552966,SLC47A2
cg22563815,CHRNA5
cg22568540,A1BG
cg22568695,KIAA1468
cg22575540,TRIM54
cg22580512,NCOR2
cg22598028,ZNF660
cg22598563,P4HA2
cg22603964,MAN2A1
cg22605063,DBN1
cg22613010,CLCN2
cg22617367,NKRF
cg22627950,TMED4
cg22628840,PNO1
cg22628840,WDR92
cg22634689,TMEM121
cg22635155,PDE2A
cg22637507,ALKBH3
cg22650146,DUSP10
cg22659356,STK39
cg22660544,RPS11
cg22667787,APTX
cg22679120,SNX8
cg22681784,SPINK2
cg22682953,PTPN11
cg22685251,MAP3K4
cg22685463,ZBTB4
cg22685463,POLR2A
cg22688260,OXNAD1
cg22688260,DPH3
cg22689690,ADCY6
cg22700017,CAMK2N2
cg22705929,YPEL4
cg22719586,NDOR1
cg22719586,TMEM203
cg22722454,CNDP1
cg22722802,MPV17L
cg22722822,CHIC2
cg22730357,PTPN4
cg22730830,PRSS21
cg22731373,PCYT1B
cg22745747,BMX
cg22748452,SRXN1
cg22751696,C3orf14
cg22753607,ZCCHC7
cg22753768,BAP1
cg22753768,PHF7
cg22757447,IMPACT
cg22760576,EYA3
cg22764341,ATP10D
cg22772698,ZBP1
cg22772878,DIRAS1
cg22774472,COL5A2
cg22780428,CEPT1
cg22780428,DRAM2
cg22788223,NFYA
cg22791453,ASS1
cg22793458,ZBTB11
cg22801690,DAO
cg22805632,KRT10
cg22805632,TMEM99
cg22814929,BTN2A1
cg22816171,DDX50
cg22825979,TRIM13
cg22827524,FAM177B
cg22828602,CADPS2
cg22833027,CHRD
cg22833292,RPS6KA4
cg22836370,MBD2
cg22841169,YPEL5
cg22853986,TRMT12
cg22854223,CD82
cg22855405,TINAGL1
cg22857957,FMO5
cg22858308,HIVEP2
cg22858728,MPP1
cg22886089,SCG3
cg22889570,ZNF596
cg22892904,CBX2
cg22903370,IDH3G
cg22903370,SSR4
cg22905968,SERTAD1
cg22916109,IREB2
cg22925006,ATP6V1C1
cg22926560,PFKFB2
cg22936016,FSIP1
cg22939715,FAM189B
cg22940988,AAGAB
cg22946150,SH3GL3
cg22954818,APOBEC3A
cg22956956,TFRC
cg22967298,PCNP
cg22973042,AKT2
cg22983460,SUV39H1
cg22983529,GNG11
cg22984616,BAG2
cg22986999,MRGPRF
cg22996555,MOGS
cg22998840,TCEAL3
cg23018448,QTRT1
cg23026995,XPNPEP2
cg23029193,EGFLAM
cg23030090,RPS19
cg23034818,BTBD6
cg23035555,DOHH
cg23042138,SETD2
cg23043245,PACSIN1
cg23043438,TEX10
cg23051655,SCYL3
cg23055159,COMMD8
cg23062876,DBT
cg23067535,FAM83A
cg23070585,SLC39A7
cg23074401,DDX10
cg23080667,STK35
cg23082877,RASIP1
cg23089298,SEMA4C
cg23089438,CSF1
cg23089840,LRRC3
cg23090046,KLC1
cg23091824,SLC12A7
cg23093496,C16orf54
cg23104823,PRPF39
cg23112213,CDC23
cg23116589,ARMCX1
cg23124755,AQP3
cg23126915,XRCC2
cg23127998,FLRT3
cg23127998,MACROD2
cg23134169,SLC35E1
cg23142900,GTF2H4
cg23142964,SSX2IP
cg23143093,NEK10
cg23149053,MMP17
cg23175281,ACTB
cg23180365,GLB1
cg23180365,TMPPE
cg23180489,LYNX1
cg23181138,AGTPBP1
cg23185402,PHKB
cg23185402,ITFG1
cg23197881,RAB3IP
cg23202277,MAPT
cg23207527,RBM24
cg23208881,FURIN
cg23218877,CCNY
cg23221013,GATS
cg23221013,PVRIG
cg23228178,PADI4
cg23239396,CALCR
cg23239828,EXOC3
cg23243617,CAMK1
cg23248587,XRCC4
cg23248587,TMEM167A
cg23256971,NUMA1
cg23263923,CD70
cg23264413,PSG4
cg23267110,EPN2
cg23273897,MME
cg23274030,SFXN4
cg23276695,CNR1
cg23303074,LRAT
cg23303782,GRK5
cg23306832,SIK3
cg23309825,MYL6B
cg23310538,ANO6
cg23320649,C3orf18
cg23322523,TRIM55
cg23323711,RPL22
cg23326689,STMN2
cg23333420,OBFC1
cg23346960,ZFP36
cg23347911,RPS6KB2
cg23350274,RDH12
cg23352695,EVI2A
cg23355492,SP6
cg23365832,TPST2
cg23367478,PDE3A
cg23372001,HIST1H4J
cg23391006,OXTR
cg23397015,INHBB
cg23403256,MBD1
cg23407670,MLH3
cg23414387,CYP4B1
cg23428445,GPR37
cg23434459,BCAP29
cg23441208,BCAT2
cg23459997,JAGN1
cg23471482,CCL22
cg23473726,ZNF324
cg23473904,COL6A2
cg23476955,AP1M1
cg23484278,C15orf27
cg23499956,S100A16
cg23504246,FGF7
cg23506842,PTPN7
cg23508540,CLSTN1
cg23512028,RBAK
cg23512958,IL7
cg23513504,TRAPPC10
cg23517548,NFATC2IP
cg23534142,ATF3
cg23536300,PPP1R12A
cg23539966,RTN4
cg23540518,TRIM17
cg23540651,GBP3
cg23543604,TAF12
cg23555120,NUAK1
cg23570261,IWS1
cg23571857,XAF1
cg23585575,PPIF
cg23591853,IFT172
cg23596123,PCDHB6
cg23602684,DCAF11
cg23609672,MYBPH
cg23615676,KCNN2
cg23629183,MINA
cg23631636,RPL37A
cg23642747,INA
cg23643330,JAG1
cg23651356,RGS17
cg23651728,BFSP1
cg23657252,BMP2K
cg23660999,PDDC1
cg23663476,LAT
cg23667407,RNF181
cg23668631,CAMKK1
cg23671708,TMEM88
cg23679085,AP2M1
cg23680518,SBSN
cg23685580,CATSPER2
cg23692497,INTS4
cg23695504,C1orf229
cg23696618,SERPINB10
cg23698287,HDAC1
cg23704362,C8orf46
cg23704703,LCA5L
cg23705973,HIST1H1D
cg23706211,CELSR2
cg23709121,JKAMP
cg23713520,PLLP
cg23719124,GSTM5
cg23719367,LONRF1
cg23727043,ADAMTS7
cg23732024,LY96
cg23738770,NFKB2
cg23741330,FAM26E
cg23744433,MIER1
cg23744433,WDR78
cg23750142,CA8
cg23751922,CREG1
cg23761264,PLCG1
cg23772500,PSMD3
cg23786576,ATPAF1
cg23796040,EFR3A
cg23799276,NUP210
cg23820285,PIP4K2A
cg23822915,CYB5R4
cg23824815,ZNF333
cg23827867,SOX12
cg23830037,DRG2
cg23833896,CLN8
cg23838531,TTC19
cg23838531,ZSWIM7
cg23845773,TAF10
cg23854009,ZNF530
cg23855566,FAM73A
cg23855818,SLC41A2
cg23855989,AQP5
cg23861715,CDC14B
cg23862908,C8orf37
cg23865067,ARPP19
cg23866755,CNP
cg23877786,RPL13
cg23877831,MRPL51
cg23904249,CCDC86
cg23909343,PPP2R5A
cg23915111,KIF14
cg23918047,ARHGDIA
cg23920917,CPSF6
cg23922914,TGDS
cg23933345,DCLRE1B
cg23933345,AP4B1
cg23943801,RAB21
cg23960723,ECHDC3
cg23968678,MBOAT7
cg23968678,TSEN34
cg23970785,DEXI
cg23973566,FAM65B
cg23983449,GABARAP
cg23988310,SCG2
cg23998987,TBL3
cg24000099,DAGLB
cg24001070,TOP3A
cg24001070,SMCR8
cg24008892,PMF1
cg24016044,CPEB4
cg24022829,EIF2AK2
cg24030425,PEX1
cg24030449,FGF20
cg24043192,C5orf34
cg24043307,ATF1
cg24054653,C1GALT1C1
cg24058120,MFI2
cg24058132,GALC
cg24060938,CPA2
cg24063470,FOXC2
cg24073051,CDV3
cg24076399,CST3
cg24077317,UBA3
cg24081819,EPHX2
cg24085258,CHAF1A
cg24088751,GTF2A2
cg24098302,CTDSPL2
cg24103438,NLGN4X
cg24107581,POLR3B
cg24109894,PSMB2
cg24110916,SPG21
cg24113449,ADRBK2
cg24115627,SETD1A
cg24121436,RTN1
cg24124398,ACLY
cg24132694,SNAPC2
cg24133115,PDE10A
cg24134767,HTR3A
cg24136586,ATG10
cg24142014,PCGF1
cg24147596,ARL14
cg24166097,NPM3
cg24183484,GGN
cg24192663,HSPA6
cg24194539,AIM1
cg24197445,ZBBX
cg24207176,ABCG2
cg24208206,FYCO1
cg24210717,GPD1
cg24216294,ZNF623
cg24216915,WDR18
cg24222324,TNFSF11
cg24222435,N6AMT2
cg24229963,ZFAND1
cg24236938,DLK2
cg24247865,CHORDC1
cg24252723,CNNM2
cg24269657,F7
cg24275354,NDUFA10
cg24278076,PLS1
cg24289167,POLR3A
cg24291845,WBP2
cg24304712,C1orf101
cg24323031,PAQR8
cg24323726,ZBED2
cg24331162,SYT8
cg24332433,SLC39A11
cg24335895,COX7A1
cg24341129,BNC2
cg24341800,ACAT1
cg24353466,RNF13
cg24353833,NRM
cg24355006,CSNK1G2
cg24356797,UBA52
cg24358529,PPIE
cg24362401,PIK3C3
cg24364574,PREX1
cg24365867,MRVI1
cg24371383,CEP55
cg24384676,SLC25A21
cg24394865,MRPL11
cg24408199,EIF2B5
cg24408817,CCNL1
cg24409107,GALE
cg24415468,ZNF711
cg24420778,PRDX6
cg24433189,SSTR5
cg24435704,PARP12
cg24444408,KLHDC4
cg24453353,HIST1H4C
cg24457403,KRT16
cg24473633,DENND3
cg24477567,EPOR
cg24478387,SUMF2
cg24484103,VRK3
cg24484103,ZNF473
cg24484296,ZNF320
cg24494556,ZNF33B
cg24495017,PITX1
cg24497819,SELPLG
cg24505122,WNT5B
cg24509668,SSPN
cg24512303,HNF4G
cg24516901,FAM124B
cg24517609,SSR3
cg24522076,FOXO4
cg24523456,HLCS
cg24524435,ZNF512B
cg24527001,NDUFB1
cg24527001,CPSF2
cg24528447,NR2F1
cg24529858,F11
cg24532669,BRMS1
cg24547948,ADPRHL2
cg24556026,GNE
cg24573501,F2RL1
cg24576735,MARVELD1
cg24587268,OSBPL2
cg24599942,GINS4
cg24602243,TRIO
cg24611631,SLC1A1
cg24618244,INPP5F
cg24618716,PTMA
cg24620905,MTMR11
cg24623694,PRX
cg24625128,JAM3
cg24633648,TC2N
cg24635866,CCT2
cg24641352,ZFP41
cg24650353,HIP1
cg24655310,CYP4F11
cg24670715,ANGPT2
cg24674703,CD5
cg24675098,SPEF2
cg24680924,EPHB6
cg24686358,COL9A2
cg24687764,C16orf46
cg24691453,S100A4
cg24697682,SLC25A4
cg24698622,PPP2CB
cg24719575,REST
cg24727568,PCBP1
cg24734575,SLC7A9
cg24735489,CDSN
cg24735489,PSORS1C1
cg24735937,CLTB
cg24736099,PLCB4
cg24737900,FDXR
cg24747122,GNA13
cg24748945,MAP2K2
cg24765005,BEX2
cg24767315,CAPN10
cg24769045,TIPRL
cg24770850,PLXND1
cg24774956,SH3KBP1
cg24779040,TSPYL2
cg24781100,MYBPC1
cg24791546,DDX23
cg24794992,OTOA
cg24807354,S1PR5
cg24809768,RARS
cg24812523,AKAP6
cg24817430,MESDC1
cg24822446,ZFAND3
cg24824266,SV2B
cg24834740,PPP1R16B
cg24836175,CSNK2B
cg24855780,TNKS1BP1
cg24859228,CAMK1D
cg24860534,CDC42BPA
cg24866437,ALPK1
cg24867501,MIOX
cg24890286,HIPK2
cg24893837,ARSB
cg24896109,CYP51A1
cg24909445,SLC3A2
cg24909975,WTAP
cg24911803,EIF3G
cg24921858,BCL2L14
cg24923526,SH3GL1
cg24924631,BCL2A1
cg24929737,EFNB2
cg24930915,RAB26
cg24934431,CYP17A1
cg24935900,RAB11FIP5
cg24947394,USP33
cg24949049,TDRD3
cg24964368,FPR2
cg24980583,SSBP1
cg24990612,PDGFB
cg24995381,GPR141
cg25013852,PGM1
cg25018329,E2F8
cg25023941,QPRT
cg25027501,GSTM3
cg25033993,STX1B
cg25042226,PAX8
cg25047001,GRIN2A
cg25048564,HUNK
cg25057743,PTH2R
cg25061755,STON1
cg25072179,APLNR
cg25084220,MARCH3
cg25084525,NIPAL1
cg25084878,FBN2
cg25092328,PXMP4
cg25095380,PRDM5
cg25095814,CASP8
cg25096582,CFL2
cg25098644,SUZ12
cg25104511,RAPGEFL1
cg25106358,TFB1M
cg25107978,MBD6
cg25112044,CDK7
cg25118574,PSMB7
cg25122941,VPS39
cg25123470,KCNIP2
cg25124223,NUP43
cg25125453,SPTLC3
cg25141490,IL17B
cg25141995,VDAC1
cg25152348,NCAPH2
cg25152348,LMF2
cg25152631,SLC25A36
cg25152942,MIA
cg25159539,FEM1B
cg25162794,ANKRD23
cg25162921,MTAP
cg25163134,PSMC4
cg25167643,PTPRZ1
cg25169784,UGGT2
cg25171089,ASB13
cg25174591,DNAH9
cg25176823,FSCN1
cg25179291,FNBP1
cg25181693,ALDH5A1
cg25192419,DOCK5
cg25226014,CXCR6
cg25250998,GSTO2
cg25255679,RHPN1
cg25261908,TRPM4
cg25284492,H6PD
cg25304860,C14orf166
cg25309588,ATP8A1
cg25323711,CLGN
cg25332298,ELAVL3
cg25361844,SIPA1
cg25371088,MRPL24
cg25371182,CTNS
cg25371182,SHPK
cg25371560,MED18
cg25372135,CENPL
cg25372135,DARS2
cg25374813,SLC23A1
cg25384157,ARRDC1
cg25413757,TMEM206
cg25414165,C10orf11
cg25420398,RYK
cg25421647,UBE2L3
cg25421694,RAB5A
cg25426743,HOXA3
cg25432696,CXCL6
cg25433648,S100A14
cg25437385,SLC35F3
cg25446086,SYT11
cg25448636,FLCN
cg25454755,NR4A3
cg25456959,ASB12
cg25457027,PROC
cg25461934,PROCR
cg25465634,DLGAP5
cg25475443,CHST15
cg25478603,ALDH1B1
cg25490411,MANBA
cg25494064,TMOD1
cg25506900,TSEN54
cg25509184,CFTR
cg25511807,MMP7
cg25512587,SLC2A6
cg25537962,CD109
cg25545088,ABCC10
cg25545182,DRG1
cg25546588,IL15
cg25547939,DNAJC4
cg25554036,WFS1
cg25557858,EXTL3
cg25574548,SLMO2
cg25598083,ACOT2
cg25599242,RARRES3
cg25604883,AK5
cg25605045,ANKRD39
cg25650811,CCDC129
cg25671438,ACAP1
cg25671651,WDR12
cg25673373,ARL4D
cg25682559,FHOD3
