,immune,classic,endo,basal
TCF21,5.0,0.0,0.0,0.0
TCF23,0.0,0.0,0.0,0.0
TCF25,3135.0,2433.0,148.0,196.0
TCF3,737.0,638.0,33.0,94.0
TCF4,2663.0,303.0,663.0,19.0
TCF7,1894.0,271.0,28.0,21.0
TCF7L1,20.0,37.0,38.0,8.0
TCF7L2,643.0,1472.0,35.0,81.0
TCFL5,97.0,123.0,12.0,14.0
TCHH,149.0,31.0,2.0,4.0
TCHHL1,4.0,5.0,1.0,0.0
TCHP,789.0,594.0,36.0,34.0
TCIRG1,3964.0,1392.0,87.0,98.0
TCL1A,380.0,7.0,13.0,3.0
TCL6,41.0,1.0,0.0,0.0
TCN1,27.0,3176.0,4.0,64.0
TCN2,919.0,286.0,75.0,27.0
TCOF1,1952.0,1698.0,62.0,356.0
TCP1,2770.0,2466.0,138.0,309.0
TCP10L,5.0,12.0,1.0,0.0
TCP10L2,1.0,0.0,0.0,0.0
TCP11,2.0,12.0,0.0,0.0
TCP11L1,234.0,167.0,7.0,20.0
TCP11L2,231.0,281.0,19.0,20.0
TCTA,775.0,590.0,43.0,32.0
TCTE1,0.0,0.0,0.0,0.0
TCTE3,0.0,1.0,0.0,0.0
TCTEX1D1,13.0,0.0,4.0,0.0
TCTEX1D2,52.0,76.0,4.0,15.0
TCTEX1D4,17.0,13.0,1.0,1.0
TCTN1,122.0,453.0,6.0,35.0
TCTN2,60.0,239.0,1.0,15.0
TCTN3,391.0,482.0,28.0,61.0
TDG,633.0,509.0,17.0,41.0
TDGF1,2.0,11.0,1.0,0.0
TDO2,11.0,5.0,0.0,0.0
TDP1,461.0,206.0,7.0,47.0
TDP2,865.0,654.0,26.0,36.0
TDRD1,16.0,20.0,0.0,5.0
TDRD10,11.0,0.0,9.0,1.0
TDRD12,10.0,8.0,0.0,3.0
TDRD15,0.0,0.0,0.0,0.0
TDRD3,957.0,593.0,25.0,45.0
TDRD5,1.0,28.0,0.0,5.0
TDRD6,29.0,25.0,1.0,0.0
TDRD7,464.0,498.0,10.0,33.0
TDRD9,19.0,67.0,3.0,4.0
TDRKH,325.0,245.0,2.0,27.0
TDRP,6.0,36.0,10.0,0.0
TEAD1,23.0,1181.0,19.0,127.0
TEAD2,14.0,138.0,23.0,18.0
TEAD3,10.0,385.0,0.0,26.0
TEAD4,10.0,135.0,19.0,27.0
TEC,168.0,93.0,4.0,0.0
TECPR1,1047.0,642.0,81.0,37.0
TECPR2,324.0,266.0,24.0,28.0
TECR,367.0,438.0,20.0,38.0
TECTA,14.0,4.0,9.0,0.0
TEDDM1,0.0,0.0,0.0,0.0
TEF,100.0,278.0,11.0,11.0
TEFM,195.0,231.0,7.0,29.0
TEK,5.0,5.0,214.0,0.0
TEKT1,2.0,11.0,0.0,0.0
TEKT2,1.0,21.0,0.0,0.0
TEKT3,10.0,8.0,0.0,0.0
TEKT4,6.0,8.0,0.0,1.0
TEKT5,0.0,1.0,0.0,0.0
TELO2,220.0,227.0,8.0,23.0
TEN1-CDK3,4.0,6.0,1.0,0.0
TENC1,30.0,153.0,83.0,4.0
TENM1,32.0,113.0,2.0,7.0
TENM2,21.0,93.0,0.0,29.0
TENM3,9.0,123.0,1.0,17.0
TENM4,45.0,146.0,0.0,24.0
TEP1,948.0,805.0,17.0,46.0
TEPP,0.0,1.0,1.0,0.0
TERC,9.0,14.0,0.0,1.0
TERF1,468.0,377.0,24.0,22.0
TERF2,976.0,748.0,35.0,71.0
TERF2IP,3834.0,2732.0,143.0,129.0
TERT,0.0,0.0,0.0,0.0
TES,2769.0,3090.0,60.0,290.0
TESC,304.0,2485.0,6.0,3.0
TESK1,665.0,327.0,16.0,31.0
TESK2,157.0,68.0,4.0,9.0
TESPA1,886.0,33.0,8.0,2.0
TET1,212.0,67.0,12.0,4.0
TET2,3150.0,909.0,70.0,85.0
TET3,1283.0,512.0,18.0,48.0
TEX10,577.0,427.0,12.0,81.0
TEX101,3.0,10.0,1.0,0.0
TEX14,18.0,7.0,0.0,0.0
TEX15,7.0,29.0,8.0,9.0
TEX2,638.0,725.0,31.0,59.0
TEX22,10.0,7.0,1.0,0.0
TEX26,0.0,0.0,0.0,0.0
TEX26-AS1,4.0,4.0,1.0,0.0
TEX261,829.0,767.0,34.0,65.0
TEX264,1038.0,613.0,47.0,51.0
TEX29,6.0,5.0,0.0,0.0
TEX30,125.0,87.0,3.0,13.0
TEX35,0.0,0.0,0.0,0.0
TEX41,6.0,3.0,0.0,0.0
TEX9,11.0,132.0,3.0,3.0
TF,20.0,418.0,5.0,0.0
TFAM,994.0,898.0,37.0,168.0
TFAP2A,8.0,409.0,0.0,58.0
TFAP2A-AS1,5.0,9.0,0.0,2.0
TFAP2B,5.0,5.0,0.0,0.0
TFAP2C,5.0,104.0,0.0,18.0
TFAP2E,25.0,7.0,0.0,0.0
TFAP4,52.0,84.0,2.0,17.0
TFB1M,182.0,188.0,4.0,26.0
TFB2M,127.0,221.0,5.0,15.0
TFCP2,1216.0,727.0,48.0,66.0
TFCP2L1,86.0,406.0,2.0,44.0
TFDP1,529.0,622.0,20.0,71.0
TFDP2,690.0,524.0,48.0,60.0
TFE3,754.0,570.0,26.0,34.0
TFEB,778.0,232.0,9.0,24.0
TFEC,1739.0,32.0,4.0,1.0
TFF1,73.0,6075.0,8.0,13.0
TFF2,47.0,4115.0,8.0,4.0
TFF3,41.0,1306.0,40.0,1.0
TFG,1027.0,2129.0,70.0,200.0
TFIP11,711.0,498.0,39.0,55.0
TFPI,69.0,1445.0,200.0,79.0
TFPI2,10.0,82.0,168.0,19.0
TFPT,460.0,365.0,19.0,29.0
TFR2,44.0,60.0,1.0,1.0
TFRC,2244.0,1778.0,23.0,149.0
TG,7.0,10.0,0.0,2.0
TGDS,151.0,217.0,2.0,12.0
TGFA,285.0,971.0,3.0,111.0
TGFB1,1888.0,326.0,62.0,31.0
TGFB1I1,19.0,134.0,14.0,14.0
TGFB2,51.0,1393.0,9.0,106.0
TGFB3,58.0,68.0,12.0,7.0
TGFBI,9660.0,3131.0,28.0,492.0
TGFBR1,1845.0,425.0,18.0,36.0
TGFBR2,3008.0,2361.0,596.0,164.0
TGFBR3,792.0,281.0,256.0,6.0
TGFBR3L,3.0,15.0,0.0,2.0
TGFBRAP1,856.0,526.0,14.0,54.0
TGIF1,525.0,725.0,20.0,51.0
TGIF2,507.0,279.0,19.0,47.0
TGM1,25.0,22.0,2.0,8.0
TGM2,2534.0,7934.0,486.0,1064.0
TGM3,0.0,0.0,0.0,0.0
TGM4,6.0,0.0,0.0,2.0
TGM5,1.0,48.0,0.0,5.0
TGOLN2,8051.0,6144.0,264.0,435.0
TGS1,902.0,783.0,36.0,87.0
TH,1.0,2.0,2.0,1.0
THADA,596.0,477.0,27.0,35.0
THAP1,301.0,237.0,7.0,17.0
THAP10,11.0,59.0,1.0,2.0
THAP11,663.0,370.0,28.0,29.0
THAP2,388.0,158.0,6.0,7.0
THAP3,212.0,198.0,16.0,18.0
THAP4,377.0,557.0,19.0,55.0
THAP5,332.0,412.0,14.0,34.0
THAP6,257.0,251.0,8.0,17.0
THAP7,425.0,369.0,15.0,32.0
THAP7-AS1,24.0,50.0,5.0,5.0
THAP8,140.0,90.0,6.0,9.0
THAP9,66.0,102.0,4.0,7.0
THAP9-AS1,507.0,479.0,19.0,30.0
THBD,1508.0,336.0,124.0,36.0
THBS1,2059.0,8638.0,83.0,1477.0
THBS2,22.0,275.0,1.0,19.0
THBS3,179.0,357.0,8.0,42.0
THBS4,4.0,9.0,3.0,0.0
THEG,0.0,0.0,0.0,0.0
THEM4,454.0,287.0,15.0,38.0
THEM6,314.0,1067.0,64.0,100.0
THEMIS,1024.0,49.0,11.0,1.0
THEMIS2,2139.0,174.0,13.0,26.0
THG1L,351.0,350.0,15.0,69.0
THNSL1,69.0,128.0,3.0,8.0
THNSL2,46.0,229.0,0.0,23.0
THOC1,655.0,437.0,23.0,135.0
THOC2,3392.0,3192.0,185.0,354.0
THOC3,112.0,152.0,4.0,25.0
THOC5,611.0,467.0,30.0,63.0
THOC6,246.0,207.0,6.0,15.0
THOC7,686.0,583.0,31.0,81.0
THOP1,224.0,174.0,5.0,37.0
THPO,0.0,0.0,0.0,0.0
THRA,319.0,575.0,31.0,13.0
THRAP3,5796.0,3245.0,211.0,387.0
THRB,29.0,325.0,5.0,66.0
THRB-AS1,0.0,1.0,0.0,0.0
THRB-IT1,2.0,5.0,0.0,1.0
THRSP,5.0,2.0,0.0,0.0
THSD1,6.0,25.0,30.0,3.0
THSD4,18.0,531.0,5.0,48.0
THSD7A,16.0,254.0,140.0,23.0
THSD7B,1.0,3.0,3.0,0.0
THTPA,29.0,31.0,2.0,2.0
THUMPD1,2281.0,1649.0,84.0,111.0
THUMPD2,157.0,163.0,10.0,15.0
THUMPD3,1002.0,852.0,27.0,67.0
THY1,44.0,26.0,142.0,23.0
THYN1,557.0,402.0,18.0,18.0
TIA1,1570.0,1229.0,93.0,77.0
TIAF1,64.0,33.0,1.0,1.0
TIAL1,1560.0,1197.0,63.0,125.0
TIAM1,1657.0,260.0,102.0,57.0
TIAM2,216.0,156.0,7.0,21.0
TICAM1,331.0,401.0,7.0,22.0
TICAM2,20.0,1.0,0.0,2.0
TICRR,62.0,51.0,0.0,16.0
TIE1,42.0,8.0,274.0,0.0
TIFA,433.0,148.0,21.0,22.0
TIFAB,65.0,2.0,1.0,0.0
TIGD1,85.0,95.0,3.0,4.0
TIGD2,140.0,187.0,4.0,20.0
TIGD3,22.0,10.0,0.0,1.0
TIGD4,11.0,35.0,0.0,3.0
TIGD5,94.0,128.0,4.0,7.0
TIGD6,102.0,147.0,1.0,13.0
TIGD7,111.0,136.0,5.0,9.0
TIGIT,1842.0,64.0,21.0,2.0
TIMD4,151.0,17.0,3.0,0.0
TIMELESS,531.0,519.0,25.0,64.0
TIMM10,458.0,575.0,19.0,57.0
TIMM13,877.0,1091.0,43.0,121.0
TIMM17A,630.0,788.0,25.0,67.0
TIMM17B,669.0,1222.0,28.0,84.0
TIMM21,307.0,324.0,20.0,39.0
TIMM22,277.0,243.0,16.0,18.0
TIMM23,696.0,870.0,32.0,180.0
TIMM44,523.0,618.0,19.0,62.0
TIMM50,669.0,827.0,35.0,227.0
TIMM8A,112.0,127.0,5.0,19.0
TIMM8B,684.0,711.0,36.0,83.0
TIMM9,322.0,326.0,10.0,36.0
TIMMDC1,877.0,1117.0,44.0,120.0
TIMP1,3974.0,4264.0,430.0,365.0
TIMP2,4374.0,3197.0,332.0,187.0
TIMP3,360.0,1021.0,673.0,193.0
TIMP4,3.0,13.0,1.0,4.0
TINAG,0.0,82.0,0.0,0.0
TINAGL1,53.0,2585.0,186.0,467.0
TINCR,12.0,23.0,1.0,6.0
TINF2,1393.0,560.0,51.0,48.0
TIPARP,2499.0,1129.0,40.0,170.0
TIPARP-AS1,24.0,24.0,1.0,2.0
TIPIN,266.0,291.0,7.0,33.0
TIPRL,935.0,1056.0,56.0,113.0
TIRAP,171.0,105.0,5.0,10.0
TJAP1,213.0,168.0,11.0,14.0
TJP1,56.0,3228.0,221.0,315.0
TJP2,499.0,3214.0,93.0,399.0
TJP3,65.0,1247.0,3.0,44.0
TK1,209.0,406.0,5.0,74.0
TK2,849.0,652.0,25.0,43.0
TKT,6350.0,3204.0,137.0,562.0
TKTL1,48.0,2.0,0.0,0.0
TKTL2,0.0,0.0,0.0,0.0
TLCD1,16.0,280.0,3.0,29.0
TLCD2,7.0,46.0,0.0,5.0
TLDC1,151.0,484.0,13.0,54.0
TLDC2,89.0,132.0,0.0,2.0
TLE1,223.0,556.0,15.0,67.0
TLE2,32.0,249.0,20.0,9.0
TLE3,1938.0,838.0,67.0,61.0
TLE4,1267.0,312.0,19.0,31.0
TLE6,9.0,30.0,4.0,0.0
TLK1,2038.0,1625.0,51.0,111.0
TLK2,705.0,603.0,34.0,62.0
TLL1,4.0,34.0,9.0,10.0
TLL2,6.0,18.0,0.0,2.0
TLN1,15282.0,4009.0,491.0,403.0
TLN2,140.0,399.0,22.0,19.0
TLR1,1207.0,115.0,7.0,21.0
TLR10,391.0,12.0,3.0,0.0
TLR2,2331.0,93.0,9.0,11.0
TLR3,135.0,242.0,14.0,38.0
TLR4,2441.0,87.0,125.0,8.0
TLR5,494.0,195.0,5.0,16.0
TLR6,711.0,101.0,6.0,16.0
TLR7,1362.0,24.0,12.0,3.0
TLR8,937.0,8.0,4.0,1.0
TLX1,0.0,1.0,0.0,0.0
TLX2,1.0,0.0,0.0,0.0
TM2D1,332.0,390.0,14.0,27.0
TM2D2,520.0,532.0,29.0,31.0
TM2D3,395.0,448.0,15.0,21.0
TM4SF1,154.0,10604.0,472.0,567.0
TM4SF1-AS1,1.0,18.0,0.0,0.0
TM4SF18,8.0,116.0,235.0,0.0
TM4SF19-AS1,16.0,6.0,0.0,0.0
TM4SF20,1.0,24.0,0.0,0.0
TM4SF4,28.0,3007.0,1.0,0.0
TM4SF5,9.0,439.0,0.0,2.0
TM6SF1,404.0,8.0,5.0,0.0
TM6SF2,2.0,11.0,0.0,1.0
TM7SF2,81.0,247.0,5.0,12.0
TM7SF3,961.0,1751.0,23.0,152.0
TM9SF2,2182.0,4389.0,93.0,261.0
TM9SF3,3028.0,6538.0,135.0,439.0
TM9SF4,769.0,1092.0,28.0,134.0
TMA16,469.0,447.0,17.0,49.0
TMA7,763.0,331.0,30.0,46.0
TMBIM1,1542.0,4308.0,40.0,239.0
TMBIM6,14986.0,15967.0,469.0,1131.0
TMC1,4.0,4.0,2.0,2.0
TMC2,16.0,9.0,0.0,0.0
TMC3,1.0,3.0,0.0,0.0
TMC4,86.0,1199.0,0.0,130.0
TMC5,69.0,5506.0,2.0,144.0
TMC6,2729.0,1278.0,67.0,112.0
TMC7,14.0,529.0,15.0,49.0
TMC8,2662.0,151.0,36.0,8.0
TMCC1,746.0,871.0,18.0,67.0
TMCC1-AS1,30.0,13.0,1.0,0.0
TMCC2,25.0,26.0,2.0,0.0
TMCC3,404.0,603.0,62.0,100.0
TMCO1,1562.0,2644.0,59.0,197.0
TMCO3,401.0,1375.0,23.0,71.0
TMCO4,616.0,669.0,20.0,71.0
TMCO5A,0.0,0.0,0.0,0.0
TMCO6,88.0,61.0,7.0,10.0
TMED1,536.0,846.0,27.0,74.0
TMED10,3096.0,4261.0,85.0,545.0
TMED2,1722.0,3214.0,75.0,270.0
TMED3,938.0,2828.0,57.0,217.0
TMED4,1619.0,2413.0,52.0,206.0
TMED5,1686.0,747.0,27.0,66.0
TMED6,6.0,79.0,0.0,0.0
TMED7,816.0,989.0,24.0,142.0
TMED7-TICAM2,0.0,0.0,0.0,0.0
TMED8,1026.0,677.0,37.0,55.0
TMED9,3155.0,4445.0,124.0,347.0
TMEFF2,0.0,0.0,0.0,0.0
TMEM100,2.0,5.0,6.0,0.0
TMEM101,413.0,649.0,13.0,41.0
TMEM102,99.0,78.0,2.0,4.0
TMEM104,327.0,287.0,10.0,23.0
TMEM105,5.0,40.0,0.0,9.0
TMEM106A,1182.0,176.0,10.0,14.0
TMEM106B,671.0,2090.0,26.0,151.0
TMEM106C,405.0,935.0,21.0,53.0
TMEM107,358.0,196.0,10.0,18.0
TMEM108,4.0,28.0,4.0,1.0
TMEM109,1692.0,829.0,91.0,86.0
TMEM11,410.0,483.0,35.0,35.0
TMEM110,101.0,29.0,0.0,7.0
TMEM110-MUSTN1,30.0,6.0,0.0,0.0
TMEM115,357.0,336.0,32.0,41.0
TMEM116,139.0,65.0,2.0,7.0
TMEM117,49.0,82.0,4.0,9.0
TMEM119,32.0,7.0,1.0,0.0
TMEM120B,188.0,205.0,8.0,21.0
TMEM121,13.0,15.0,5.0,1.0
TMEM123,6335.0,5751.0,237.0,452.0
TMEM125,12.0,624.0,0.0,29.0
TMEM126A,616.0,499.0,28.0,46.0
TMEM126B,557.0,507.0,28.0,44.0
TMEM127,1741.0,1410.0,73.0,121.0
TMEM128,168.0,228.0,3.0,11.0
TMEM129,354.0,473.0,5.0,33.0
TMEM130,9.0,512.0,0.0,0.0
TMEM131,1818.0,1320.0,59.0,110.0
TMEM132A,29.0,500.0,18.0,64.0
TMEM132B,12.0,463.0,1.0,1.0
TMEM132C,0.0,1.0,0.0,0.0
TMEM132D,4.0,15.0,2.0,0.0
TMEM132E,5.0,2.0,0.0,0.0
TMEM133,6.0,75.0,2.0,3.0
TMEM134,528.0,638.0,14.0,38.0
TMEM135,175.0,175.0,12.0,7.0
TMEM136,7.0,81.0,5.0,7.0
TMEM138,319.0,190.0,9.0,20.0
TMEM139,14.0,505.0,1.0,32.0
TMEM140,590.0,310.0,60.0,15.0
TMEM141,545.0,1237.0,21.0,105.0
TMEM143,48.0,37.0,0.0,5.0
TMEM144,296.0,288.0,6.0,19.0
TMEM145,3.0,29.0,0.0,0.0
TMEM147,1093.0,1530.0,51.0,179.0
TMEM14A,107.0,372.0,10.0,27.0
TMEM14B,800.0,656.0,18.0,55.0
TMEM14C,1222.0,1037.0,52.0,111.0
TMEM14E,0.0,0.0,0.0,0.0
TMEM150A,200.0,116.0,15.0,9.0
TMEM150B,39.0,13.0,0.0,0.0
TMEM150C,7.0,34.0,43.0,4.0
TMEM151A,0.0,66.0,0.0,0.0
TMEM151B,2.0,40.0,0.0,0.0
TMEM154,843.0,364.0,11.0,66.0
TMEM155,4.0,2.0,1.0,0.0
TMEM156,289.0,32.0,8.0,15.0
TMEM158,27.0,51.0,1.0,9.0
TMEM159,383.0,926.0,10.0,63.0
TMEM160,903.0,651.0,33.0,59.0
TMEM161A,227.0,313.0,22.0,31.0
TMEM161B,357.0,303.0,13.0,33.0
TMEM161B-AS1,96.0,99.0,9.0,15.0
TMEM163,78.0,143.0,0.0,1.0
TMEM164,601.0,840.0,29.0,50.0
TMEM165,1373.0,1979.0,95.0,204.0
TMEM167A,1392.0,1255.0,52.0,91.0
TMEM167B,952.0,611.0,22.0,39.0
TMEM168,406.0,476.0,19.0,10.0
TMEM169,38.0,68.0,2.0,1.0
TMEM17,11.0,145.0,1.0,18.0
TMEM170A,781.0,520.0,23.0,34.0
TMEM170B,613.0,39.0,5.0,1.0
TMEM171,18.0,119.0,0.0,8.0
TMEM173,1566.0,694.0,89.0,61.0
TMEM175,340.0,173.0,13.0,16.0
TMEM176A,2077.0,1902.0,15.0,25.0
TMEM176B,5144.0,3398.0,20.0,60.0
TMEM177,63.0,147.0,1.0,26.0
TMEM178A,6.0,14.0,5.0,0.0
TMEM178B,20.0,217.0,0.0,6.0
TMEM179B,723.0,773.0,27.0,55.0
TMEM18,525.0,564.0,29.0,45.0
TMEM180,225.0,98.0,13.0,5.0
TMEM181,447.0,1112.0,44.0,79.0
TMEM182,39.0,88.0,2.0,3.0
TMEM183A,477.0,430.0,22.0,48.0
TMEM184A,49.0,931.0,3.0,79.0
TMEM184B,287.0,526.0,29.0,56.0
TMEM184C,719.0,744.0,31.0,87.0
TMEM185A,50.0,74.0,6.0,4.0
TMEM185B,188.0,239.0,15.0,29.0
TMEM186,152.0,259.0,2.0,27.0
TMEM187,172.0,194.0,13.0,24.0
TMEM189,264.0,390.0,19.0,36.0
TMEM19,681.0,539.0,25.0,50.0
TMEM191A,75.0,88.0,1.0,6.0
TMEM191C,6.0,12.0,0.0,0.0
TMEM192,777.0,369.0,36.0,49.0
TMEM194A,298.0,179.0,11.0,21.0
TMEM194B,229.0,96.0,5.0,13.0
TMEM198,8.0,73.0,0.0,4.0
TMEM199,459.0,420.0,15.0,44.0
TMEM2,1525.0,1527.0,304.0,65.0
TMEM200A,113.0,207.0,1.0,23.0
TMEM200B,18.0,54.0,0.0,1.0
TMEM200C,2.0,1.0,0.0,0.0
TMEM201,71.0,91.0,8.0,7.0
TMEM203,661.0,564.0,26.0,100.0
TMEM204,201.0,25.0,116.0,7.0
TMEM205,827.0,1564.0,60.0,87.0
TMEM206,443.0,157.0,12.0,11.0
TMEM208,873.0,1475.0,36.0,135.0
TMEM209,477.0,452.0,13.0,54.0
TMEM211,1.0,0.0,0.0,0.0
TMEM212,0.0,1.0,0.0,0.0
TMEM213,8.0,33.0,0.0,3.0
TMEM214,656.0,885.0,31.0,73.0
TMEM216,234.0,185.0,7.0,16.0
TMEM217,21.0,15.0,0.0,2.0
TMEM218,307.0,226.0,12.0,21.0
TMEM219,1480.0,1665.0,93.0,103.0
TMEM220,72.0,52.0,7.0,6.0
TMEM221,1.0,0.0,0.0,0.0
TMEM222,302.0,260.0,13.0,25.0
TMEM223,403.0,458.0,24.0,49.0
TMEM229A,2.0,0.0,0.0,0.0
TMEM229B,347.0,102.0,11.0,20.0
TMEM230,1046.0,1148.0,48.0,97.0
TMEM231,8.0,77.0,2.0,11.0
TMEM232,9.0,41.0,1.0,0.0
TMEM233,1.0,3.0,1.0,0.0
TMEM234,105.0,127.0,10.0,7.0
TMEM237,93.0,150.0,14.0,54.0
TMEM238,21.0,147.0,1.0,10.0
TMEM241,85.0,163.0,3.0,7.0
TMEM242,284.0,206.0,15.0,12.0
TMEM243,409.0,221.0,8.0,13.0
TMEM245,1564.0,2255.0,113.0,141.0
TMEM246,14.0,573.0,7.0,106.0
TMEM248,1224.0,1528.0,80.0,106.0
TMEM25,68.0,291.0,12.0,36.0
TMEM251,177.0,101.0,3.0,4.0
TMEM253,5.0,31.0,1.0,2.0
TMEM254,176.0,164.0,4.0,32.0
TMEM254-AS1,25.0,14.0,0.0,1.0
TMEM255A,100.0,4.0,0.0,0.0
TMEM255B,57.0,19.0,31.0,2.0
TMEM256,141.0,104.0,8.0,8.0
TMEM256-PLSCR3,16.0,5.0,2.0,0.0
TMEM258,1251.0,1174.0,58.0,133.0
TMEM259,2397.0,1792.0,114.0,132.0
TMEM26,103.0,5.0,2.0,0.0
TMEM260,466.0,482.0,28.0,44.0
TMEM261,646.0,590.0,30.0,126.0
TMEM27,1.0,12.0,0.0,2.0
TMEM30A,3031.0,2853.0,191.0,211.0
TMEM30B,43.0,1162.0,1.0,78.0
TMEM33,1344.0,1671.0,30.0,146.0
TMEM35,0.0,12.0,0.0,2.0
TMEM37,481.0,335.0,44.0,4.0
TMEM38A,27.0,196.0,9.0,9.0
TMEM38B,222.0,191.0,7.0,29.0
TMEM39A,448.0,512.0,11.0,51.0
TMEM39B,261.0,120.0,17.0,20.0
TMEM40,4.0,70.0,0.0,59.0
TMEM41A,350.0,661.0,17.0,102.0
TMEM41B,351.0,573.0,14.0,45.0
TMEM42,236.0,249.0,10.0,15.0
TMEM43,1557.0,1818.0,87.0,253.0
TMEM44,52.0,223.0,41.0,20.0
TMEM44-AS1,66.0,45.0,5.0,5.0
TMEM45A,18.0,293.0,3.0,126.0
TMEM45B,29.0,1209.0,0.0,10.0
TMEM47,5.0,651.0,57.0,9.0
TMEM5,237.0,464.0,11.0,35.0
TMEM5-AS1,0.0,0.0,0.0,0.0
TMEM50A,2040.0,1289.0,86.0,104.0
TMEM50B,784.0,746.0,60.0,47.0
TMEM51,1110.0,752.0,17.0,46.0
TMEM51-AS1,35.0,67.0,0.0,0.0
TMEM52,5.0,11.0,1.0,0.0
TMEM52B,93.0,5.0,0.0,7.0
TMEM53,185.0,307.0,5.0,25.0
TMEM54,26.0,905.0,4.0,104.0
TMEM55A,258.0,177.0,12.0,14.0
TMEM55B,823.0,697.0,28.0,58.0
TMEM56,21.0,106.0,1.0,7.0
TMEM57,1126.0,1074.0,56.0,63.0
TMEM59,2525.0,4373.0,134.0,262.0
TMEM59L,3.0,161.0,0.0,2.0
TMEM60,374.0,258.0,14.0,21.0
TMEM61,0.0,91.0,0.0,2.0
TMEM62,352.0,620.0,13.0,29.0
TMEM63A,1113.0,1879.0,27.0,83.0
TMEM63B,117.0,338.0,2.0,32.0
TMEM63C,14.0,155.0,0.0,0.0
TMEM64,150.0,98.0,10.0,8.0
TMEM65,225.0,259.0,12.0,15.0
TMEM66,8090.0,4314.0,257.0,245.0
TMEM67,54.0,156.0,7.0,12.0
TMEM68,145.0,309.0,3.0,15.0
TMEM69,248.0,150.0,8.0,28.0
TMEM70,662.0,483.0,25.0,35.0
TMEM71,363.0,34.0,1.0,6.0
TMEM72,0.0,0.0,0.0,0.0
TMEM72-AS1,0.0,0.0,0.0,0.0
TMEM74,1.0,0.0,0.0,0.0
TMEM74B,6.0,104.0,2.0,0.0
TMEM78,0.0,0.0,0.0,0.0
TMEM79,108.0,237.0,5.0,45.0
TMEM80,289.0,224.0,12.0,15.0
TMEM81,44.0,28.0,0.0,2.0
TMEM82,0.0,0.0,0.0,0.0
TMEM86A,573.0,77.0,6.0,5.0
TMEM86B,96.0,59.0,2.0,1.0
TMEM87A,1396.0,1924.0,74.0,153.0
TMEM87B,799.0,1150.0,20.0,76.0
TMEM88,14.0,3.0,13.0,1.0
TMEM8A,955.0,1004.0,43.0,53.0
TMEM8B,107.0,215.0,7.0,8.0
TMEM9,518.0,1487.0,43.0,102.0
TMEM91,133.0,52.0,8.0,2.0
TMEM92,4.0,468.0,1.0,39.0
TMEM97,170.0,496.0,6.0,62.0
TMEM98,11.0,412.0,3.0,7.0
TMEM99,44.0,211.0,6.0,12.0
TMEM9B,1156.0,851.0,45.0,68.0
TMEM9B-AS1,30.0,17.0,1.0,0.0
TMF1,3047.0,2562.0,105.0,191.0
TMIE,11.0,76.0,1.0,2.0
TMIGD2,403.0,12.0,7.0,0.0
TMLHE,200.0,143.0,2.0,18.0
TMOD1,53.0,116.0,8.0,0.0
TMOD2,394.0,201.0,59.0,11.0
TMOD3,2236.0,2515.0,113.0,235.0
TMPO,2940.0,1947.0,75.0,162.0
TMPO-AS1,122.0,76.0,3.0,5.0
TMPPE,86.0,47.0,6.0,8.0
TMPRSS11B,1.0,0.0,0.0,0.0
TMPRSS11BNL,0.0,0.0,0.0,0.0
TMPRSS11E,4.0,72.0,0.0,22.0
TMPRSS13,24.0,58.0,0.0,12.0
TMPRSS15,0.0,1.0,0.0,0.0
TMPRSS2,16.0,1178.0,0.0,47.0
TMPRSS3,51.0,877.0,1.0,15.0
TMPRSS4,105.0,5119.0,1.0,396.0
TMPRSS5,8.0,26.0,0.0,1.0
TMPRSS6,28.0,51.0,1.0,0.0
TMPRSS7,0.0,0.0,0.0,0.0
TMPRSS9,5.0,4.0,0.0,0.0
TMSB10,32023.0,25360.0,1209.0,2201.0
TMSB15A,1.0,15.0,2.0,0.0
TMSB15B,27.0,37.0,2.0,9.0
TMSB4X,15848.0,4504.0,392.0,341.0
TMSB4Y,18.0,13.0,0.0,2.0
TMTC1,56.0,134.0,40.0,16.0
TMTC2,150.0,451.0,7.0,41.0
TMTC3,338.0,825.0,44.0,91.0
TMTC4,179.0,529.0,52.0,28.0
TMUB1,343.0,352.0,9.0,28.0
TMUB2,855.0,644.0,30.0,52.0
TMX1,1669.0,1048.0,45.0,144.0
TMX2,660.0,1162.0,40.0,107.0
TMX3,1163.0,569.0,55.0,64.0
TMX4,3198.0,2272.0,69.0,140.0
TNC,9.0,683.0,0.0,81.0
TNF,2662.0,61.0,47.0,8.0
TNFAIP1,328.0,980.0,126.0,105.0
TNFAIP2,3592.0,2317.0,60.0,168.0
TNFAIP3,20462.0,1274.0,383.0,105.0
TNFAIP6,115.0,3.0,0.0,2.0
TNFAIP8,3235.0,466.0,35.0,88.0
TNFAIP8L1,512.0,226.0,107.0,22.0
TNFAIP8L2,714.0,28.0,4.0,1.0
TNFAIP8L3,43.0,6.0,0.0,1.0
TNFRSF10A,711.0,901.0,25.0,118.0
TNFRSF10B,712.0,999.0,55.0,116.0
TNFRSF10C,59.0,49.0,9.0,0.0
TNFRSF10D,351.0,538.0,40.0,43.0
TNFRSF11A,256.0,613.0,3.0,13.0
TNFRSF11B,19.0,559.0,1.0,7.0
TNFRSF12A,77.0,1371.0,4.0,137.0
