,immune,endo,fibro,classic,basal
SERPINA10,1.0,0.0,0.0,0.0,0.0
GOLGA8M,2.0,1.0,0.0,0.0,0.0
AC135983.2,0.0,1.0,0.0,2.0,0.0
RP11-102L12.2,0.0,0.0,0.0,0.0,0.0
RP11-48G14.1,0.0,0.0,0.0,0.0,0.0
AC100830.5,0.0,0.0,0.0,1.0,0.0
GOLGA6L9,0.0,0.0,0.0,0.0,0.0
RP11-264B17.5,0.0,0.0,0.0,0.0,0.0
RP11-459F6.3,0.0,0.0,0.0,1.0,0.0
RP11-303E16.3,0.0,1.0,0.0,0.0,0.0
SPATA22,0.0,0.0,1.0,0.0,0.0
RP11-849F2.5,0.0,0.0,0.0,0.0,0.0
RP11-663N22.1,0.0,0.0,0.0,6.0,0.0
CTB-58E17.9,0.0,0.0,0.0,1.0,0.0
KRTAP2-3,0.0,0.0,0.0,13.0,0.0
KRT34,0.0,0.0,0.0,0.0,0.0
KRT36,1.0,0.0,0.0,1.0,0.0
AC019349.5,2.0,0.0,0.0,14.0,1.0
CTB-175E5.7,0.0,0.0,0.0,1.0,0.0
AC015936.3,0.0,0.0,0.0,0.0,0.0
CTD-2026D20.2,0.0,0.0,0.0,0.0,0.0
RP11-515O17.2,0.0,0.0,0.0,1.0,0.0
PPP1R27,0.0,2.0,0.0,2.0,0.0
RP11-497H17.1,0.0,1.0,0.0,0.0,0.0
LINC00470,1.0,1.0,0.0,14.0,0.0
LINC00305,0.0,2.0,0.0,0.0,0.0
RP11-176N18.2,0.0,0.0,0.0,0.0,0.0
RP11-234K24.3,0.0,0.0,0.0,0.0,0.0
LLfos-48D6.1,0.0,0.0,0.0,1.0,0.0
CTC-518P12.6,1.0,0.0,2.0,2.0,0.0
CTD-3193O13.8,0.0,0.0,0.0,0.0,0.0
ZNF559-ZNF177,0.0,0.0,0.0,0.0,0.0
CTB-176F20.3,0.0,0.0,0.0,0.0,0.0
UPK1A,0.0,0.0,0.0,0.0,0.0
CTD-3064H18.2,0.0,0.0,0.0,2.0,0.0
PSG3,0.0,0.0,0.0,0.0,0.0
AC018766.4,0.0,0.0,0.0,0.0,0.0
VN1R1,0.0,0.0,1.0,0.0,1.0
GGT2,0.0,0.0,0.0,1.0,0.0
ENTHD1,11.0,0.0,27.0,2.0,1.0
LINC00160,0.0,0.0,0.0,1.0,0.0
RP3-510D11.1,0.0,0.0,0.0,3.0,0.0
RP11-380J14.1,0.0,0.0,0.0,6.0,0.0
SH2D5,0.0,0.0,0.0,8.0,0.0
RP11-63N8.3,1.0,0.0,0.0,0.0,0.0
RP1-65J11.1,0.0,0.0,1.0,19.0,1.0
CLDN19,0.0,0.0,0.0,1.0,0.0
RP11-511I2.2,0.0,0.0,0.0,18.0,1.0
RP11-25O10.2,0.0,0.0,0.0,0.0,0.0
RP4-784A16.5,1.0,0.0,0.0,1.0,0.0
RP4-694A7.2,0.0,0.0,0.0,0.0,0.0
MIR137HG,0.0,0.0,0.0,0.0,0.0
RP5-1070A16.1,0.0,0.0,0.0,6.0,0.0
GPR61,0.0,0.0,0.0,0.0,0.0
RP11-195M16.1,0.0,0.0,0.0,0.0,0.0
ALX3,0.0,0.0,0.0,1.0,0.0
RP11-458D21.5,0.0,0.0,0.0,1.0,0.0
RP11-404E16.1,0.0,0.0,0.0,0.0,0.0
AL450992.2,0.0,0.0,1.0,0.0,0.0
S100A7A,0.0,0.0,0.0,1.0,0.0
KCNJ10,2.0,0.0,0.0,0.0,0.0
LINC00862,0.0,0.0,0.0,2.0,1.0
RP11-480I12.7,0.0,0.0,1.0,2.0,0.0
C1orf143,0.0,0.0,0.0,2.0,0.0
RP11-400N13.2,0.0,0.0,0.0,0.0,0.0
RP11-100E13.1,0.0,0.0,0.0,0.0,0.0
RP4-781K5.4,0.0,0.0,0.0,0.0,0.0
RP4-781K5.5,0.0,0.0,0.0,0.0,0.0
RP11-439E19.7,0.0,0.0,2.0,6.0,0.0
AC093159.1,0.0,0.0,1.0,6.0,0.0
AC103563.8,0.0,0.0,0.0,0.0,0.0
AC012363.4,0.0,0.0,0.0,1.0,0.0
POTEF,0.0,0.0,0.0,0.0,0.0
TUBA3E,2.0,0.0,0.0,0.0,0.0
POTEI,0.0,0.0,0.0,0.0,0.0
AC133785.1,0.0,1.0,0.0,14.0,0.0
POTEE,2.0,0.0,0.0,2.0,0.0
CYP4F31P,0.0,0.0,0.0,0.0,0.0
AC009299.2,1.0,0.0,0.0,5.0,0.0
AC007405.8,0.0,0.0,0.0,0.0,0.0
AC104088.1,0.0,0.0,0.0,0.0,0.0
TMEFF2,0.0,0.0,5.0,0.0,0.0
HSPE1-MOB4,0.0,0.0,0.0,0.0,1.0
AC068134.6,0.0,0.0,0.0,0.0,0.0
PRSS56,0.0,0.0,0.0,3.0,0.0
AQP12A,0.0,0.0,0.0,11.0,0.0
AGXT,0.0,0.0,0.0,8.0,0.0
AC114730.3,0.0,1.0,1.0,6.0,0.0
UCN2,0.0,2.0,0.0,4.0,0.0
CTD-2330K9.2,0.0,0.0,0.0,0.0,0.0
CTD-2330K9.3,0.0,0.0,0.0,0.0,0.0
IQCF5,0.0,0.0,0.0,1.0,0.0
IQCF1,0.0,0.0,0.0,0.0,0.0
RP11-755B10.3,1.0,0.0,0.0,4.0,0.0
ANKUB1,0.0,0.0,0.0,0.0,0.0
RP11-379F4.7,1.0,0.0,4.0,1.0,0.0
RP11-646E18.4,0.0,0.0,0.0,3.0,0.0
FETUB,0.0,0.0,0.0,0.0,0.0
GPR78,0.0,0.0,0.0,0.0,0.0
EPGN,0.0,0.0,0.0,0.0,0.0
FGF5,0.0,0.0,4.0,2.0,0.0
RP11-297P16.3,0.0,0.0,0.0,0.0,0.0
RP11-297P16.4,0.0,0.0,0.0,2.0,0.0
RP11-11N5.3,1.0,0.0,1.0,2.0,1.0
ZFP42,0.0,0.0,0.0,1.0,1.0
TRIML2,0.0,0.0,0.0,0.0,1.0
RP11-366H4.1,1.0,0.0,0.0,5.0,0.0
TERT,0.0,0.0,0.0,2.0,0.0
RP11-332J15.4,0.0,0.0,0.0,1.0,0.0
CDH12,0.0,0.0,0.0,2.0,0.0
CTD-2066L21.3,0.0,0.0,0.0,1.0,0.0
CTD-2636A23.2,1.0,1.0,0.0,1.0,0.0
CTC-480C2.1,0.0,0.0,0.0,0.0,0.0
TICAM2,2.0,0.0,0.0,3.0,0.0
KIF4B,0.0,0.0,0.0,2.0,0.0
ADRA1B,0.0,0.0,0.0,0.0,0.0
CTB-127C13.1,0.0,0.0,0.0,3.0,0.0
CTB-114C7.4,2.0,0.0,0.0,0.0,0.0
MIR4454,0.0,0.0,0.0,0.0,0.0
AC138035.2,0.0,0.0,0.0,2.0,0.0
RP4-668J24.2,0.0,0.0,1.0,1.0,0.0
C6orf195,0.0,0.0,0.0,0.0,0.0
RP11-146I2.1,0.0,0.0,0.0,0.0,0.0
BTN1A1,1.0,0.0,0.0,2.0,0.0
TRIM40,0.0,0.0,0.0,1.0,0.0
TREML4,0.0,0.0,0.0,0.0,0.0
RP3-331H24.5,0.0,0.0,1.0,0.0,0.0
KHDC1L,0.0,0.0,0.0,0.0,0.0
RP11-554D15.3,0.0,0.0,1.0,1.0,0.0
RP1-90L14.1,0.0,0.0,1.0,0.0,0.0
C6orf165,1.0,1.0,0.0,2.0,0.0
NR2E1,0.0,0.0,0.0,0.0,0.0
RP1-69D17.4,0.0,0.0,0.0,0.0,1.0
OLIG3,0.0,0.0,0.0,0.0,0.0
RP1-101K10.6,0.0,1.0,0.0,1.0,0.0
AC004895.4,0.0,0.0,0.0,2.0,0.0
AC073343.13,0.0,1.0,1.0,0.0,0.0
AC011288.2,0.0,0.0,0.0,0.0,0.0
RP1-170O19.14,0.0,0.0,0.0,0.0,0.0
AC095067.1,0.0,1.0,0.0,0.0,0.0
CTB-167B5.1,0.0,0.0,0.0,1.0,0.0
RP11-307C18.1,0.0,2.0,1.0,0.0,0.0
RAB19,0.0,0.0,0.0,1.0,0.0
ASB10,0.0,0.0,0.0,0.0,0.0
VCX3B,0.0,1.0,0.0,1.0,0.0
CXorf22,0.0,0.0,0.0,3.0,0.0
CHDC2,0.0,0.0,0.0,0.0,0.0
MID1IP1-AS1,0.0,1.0,0.0,1.0,0.0
AC092198.1,0.0,0.0,0.0,3.0,0.0
ESX1,0.0,0.0,0.0,2.0,0.0
RP1-241P17.1,1.0,0.0,0.0,16.0,0.0
RP11-366F6.2,1.0,0.0,0.0,19.0,0.0
MAGEA4,6.0,0.0,2.0,553.0,7.0
MAGEA10,0.0,0.0,0.0,11.0,0.0
GABRQ,0.0,0.0,0.0,0.0,0.0
MAGEA6,1.0,0.0,1.0,202.0,5.0
MAGEA2B,0.0,0.0,0.0,0.0,0.0
RP1-14D6.7,0.0,0.0,0.0,1.0,0.0
MAGEA12,2.0,1.0,0.0,81.0,0.0
MAGEA2,0.0,0.0,0.0,0.0,0.0
MAGEA3,1.0,0.0,0.0,250.0,0.0
CTA-398F10.2,0.0,0.0,0.0,4.0,0.0
RP11-32K4.1,0.0,0.0,0.0,1.0,0.0
RP11-758M4.1,0.0,2.0,0.0,1.0,0.0
RP11-758M4.4,0.0,2.0,0.0,0.0,0.0
RP11-51M18.1,0.0,0.0,0.0,13.0,1.0
CTA-392E5.1,0.0,0.0,0.0,1.0,0.0
7SK.1,0.0,1.0,0.0,0.0,0.0
INSL4,0.0,0.0,0.0,4.0,0.0
RP11-4E23.2,1.0,0.0,0.0,0.0,0.0
CYP4F26P,0.0,0.0,0.0,0.0,0.0
FLJ00273,0.0,0.0,0.0,0.0,0.0
RP11-331F9.4,0.0,0.0,0.0,0.0,0.0
ANKRD20A2,0.0,0.0,0.0,0.0,0.0
GRIN3A,4.0,0.0,0.0,1.0,0.0
RP11-284G10.1,0.0,0.0,0.0,0.0,0.0
SOHLH1,0.0,0.0,0.0,0.0,0.0
C9orf173,0.0,0.0,0.0,0.0,0.0
RP11-379F12.3,1.0,0.0,1.0,2.0,0.0
ST8SIA6-AS1,0.0,0.0,2.0,2.0,0.0
AL022344.5,0.0,0.0,0.0,0.0,1.0
ANXA8L2,0.0,0.0,0.0,1.0,1.0
RP11-346D6.6,0.0,0.0,0.0,5.0,1.0
C10orf40,0.0,0.0,0.0,1.0,0.0
AS3MT,0.0,0.0,0.0,0.0,0.0
RP11-324O2.3,0.0,0.0,0.0,0.0,0.0
TCERG1L-AS1,0.0,0.0,0.0,0.0,1.0
RP11-532E4.2,0.0,0.0,0.0,0.0,0.0
C11orf16,0.0,0.0,0.0,1.0,0.0
RP11-351I24.1,1.0,0.0,0.0,1.0,0.0
RP11-1081L13.4,0.0,0.0,0.0,1.0,0.0
AP000442.4,0.0,0.0,0.0,0.0,0.0
HNRNPUL2-BSCL2,0.0,0.0,0.0,1.0,0.0
SPDYC,0.0,0.0,0.0,10.0,1.0
AP000439.3,0.0,0.0,0.0,3.0,0.0
RP11-800A3.2,1.0,0.0,0.0,10.0,0.0
GRM5-AS1,0.0,0.0,0.0,7.0,0.0
GRM5,0.0,1.0,1.0,10.0,0.0
HEPHL1,0.0,0.0,0.0,9.0,0.0
RP11-817J15.3,0.0,0.0,0.0,1.0,0.0
TP53AIP1,0.0,0.0,0.0,2.0,0.0
NKG2-E,1.0,0.0,0.0,1.0,0.0
SLCO1B1,0.0,0.0,0.0,4.0,1.0
RP11-359J14.2,0.0,1.0,1.0,2.0,0.0
AC024257.1,0.0,2.0,0.0,0.0,0.0
RP11-585P4.5,3.0,2.0,0.0,3.0,0.0
RP11-20E24.1,0.0,1.0,0.0,5.0,0.0
HCAR1,0.0,0.0,0.0,3.0,1.0
RP11-76C10.5,0.0,0.0,0.0,1.0,0.0
RP11-473M10.3,0.0,0.0,0.0,0.0,0.0
LINC00355,0.0,0.0,0.0,2.0,0.0
CTD-2314B22.1,0.0,0.0,0.0,1.0,0.0
RP11-1103G16.1,0.0,0.0,0.0,2.0,0.0
RP11-407N17.3,0.0,0.0,0.0,0.0,0.0
AL163953.3,1.0,1.0,0.0,1.0,1.0
RP11-1029J19.2,0.0,0.0,1.0,0.0,0.0
RP11-624L4.2,7.0,0.0,1.0,0.0,0.0
CTD-2382E5.1,0.0,0.0,0.0,0.0,0.0
RP11-108K3.1,0.0,0.0,0.0,1.0,0.0
CTD-2184D3.5,0.0,0.0,0.0,0.0,0.0
CTD-2311M21.3,0.0,0.0,0.0,3.0,0.0
RP11-158M2.5,0.0,0.0,0.0,3.0,0.0
CTD-3065B20.2,1.0,1.0,0.0,0.0,0.0
ITFG3.1,0.0,0.0,0.0,0.0,0.0
LA16c-312E8.2,0.0,0.0,0.0,5.0,0.0
HS3ST6,0.0,0.0,0.0,0.0,0.0
CTD-3037G24.4,0.0,0.0,0.0,0.0,0.0
RP11-297C4.2,0.0,0.0,0.0,0.0,0.0
RP11-818O24.3,1.0,1.0,0.0,0.0,0.0
ALOX12,0.0,0.0,0.0,1.0,0.0
CTB-41I6.1,1.0,1.0,0.0,0.0,0.0
RP11-401O9.3,0.0,2.0,9.0,1.0,0.0
RP11-68I3.7,0.0,0.0,0.0,1.0,0.0
CTD-3194G12.1,0.0,0.0,0.0,1.0,0.0
CTD-2267D19.6,0.0,0.0,0.0,1.0,0.0
KRTAP3-1,0.0,0.0,0.0,3.0,0.0
RP11-63A1.1,0.0,0.0,0.0,0.0,0.0
RP11-501C14.5,0.0,0.0,0.0,1.0,0.0
B4GALNT2,0.0,0.0,0.0,0.0,0.0
TBX4,0.0,0.0,0.0,1.0,0.0
EFCAB3,0.0,0.0,0.0,1.0,0.0
RP11-874J12.4,3.0,0.0,0.0,10.0,1.0
RP5-828H9.1,0.0,0.0,0.0,0.0,0.0
FAM83C,0.0,0.0,0.0,0.0,0.0
SEMG2,0.0,0.0,0.0,1.0,0.0
RTEL1,0.0,0.0,0.0,1.0,0.0
AC024592.9,0.0,0.0,0.0,1.0,0.0
FBN3,0.0,0.0,0.0,2.0,0.0
SLC1A6,0.0,0.0,1.0,1.0,0.0
CTD-2562J15.4,1.0,0.0,0.0,1.0,0.0
CTD-2521M24.6,0.0,0.0,0.0,2.0,0.0
RGS9BP,0.0,0.0,0.0,1.0,0.0
PAPL,0.0,0.0,0.0,3.0,2.0
CEACAM16,0.0,0.0,0.0,0.0,0.0
AC006262.4,0.0,0.0,3.0,0.0,0.0
KLK5,9.0,0.0,3.0,282.0,19.0
CTB-147C22.8,0.0,0.0,0.0,0.0,0.0
C19orf84,1.0,0.0,0.0,2.0,0.0
ZNF888,0.0,0.0,0.0,0.0,0.0
AC008753.6,1.0,3.0,0.0,0.0,0.0
TMEM190,0.0,0.0,0.0,3.0,0.0
AC005301.8,0.0,0.0,0.0,8.0,0.0
ZNF280A,0.0,0.0,0.0,1.0,0.0
LL22NC03-102D1.18,1.0,1.0,0.0,2.0,0.0
CTA-221G9.7,0.0,1.0,0.0,0.0,0.0
RP1-102K2.6,0.0,0.0,1.0,1.0,0.0
CTA-126B4.7,0.0,1.0,0.0,0.0,0.0
CTA-268H5.14,0.0,0.0,1.0,0.0,0.0
RP11-191L9.4,0.0,0.0,0.0,3.0,0.0
LINC00114,0.0,0.0,0.0,1.0,0.0
AL133493.2,0.0,1.0,0.0,4.0,0.0
RP5-902P8.10,0.0,0.0,1.0,3.0,0.0
RP11-181G12.4,0.0,1.0,2.0,1.0,0.0
LRRC38,0.0,0.0,1.0,1.0,0.0
C1orf234,1.0,0.0,0.0,2.0,0.0
RP1-125I3.2,0.0,0.0,0.0,3.0,0.0
MATN1,0.0,0.0,0.0,0.0,1.0
RP11-415J8.5,0.0,0.0,0.0,0.0,0.0
RP4-789D17.5,1.0,0.0,0.0,3.0,0.0
RSPO1,0.0,0.0,4.0,3.0,0.0
KLF17,0.0,0.0,1.0,0.0,0.0
LINC00466,0.0,0.0,0.0,1.0,0.0
RP11-170N11.1,0.0,0.0,1.0,3.0,0.0
CLCA4,0.0,0.0,0.0,8.0,0.0
RP4-735C1.4,0.0,0.0,0.0,0.0,0.0
FAM19A3,0.0,0.0,3.0,0.0,0.0
RP5-1185H19.2,0.0,0.0,0.0,0.0,0.0
RP11-417J8.1,0.0,0.0,0.0,1.0,0.0
RP11-423O2.7,0.0,0.0,0.0,0.0,0.0
TMOD4,2.0,0.0,0.0,0.0,0.0
RP11-98D18.16,0.0,1.0,0.0,1.0,0.0
LCE3D,0.0,0.0,0.0,0.0,0.0
DCST1,0.0,0.0,0.0,1.0,0.0
RP11-544M22.8,0.0,0.0,0.0,2.0,0.0
RP11-576I22.2,0.0,0.0,2.0,2.0,0.0
RP1-127D3.4,0.0,0.0,0.0,0.0,0.0
RP11-343H5.6,0.0,0.0,0.0,1.0,0.0
IL20,0.0,0.0,1.0,0.0,0.0
RP11-385M4.1,0.0,0.0,0.0,1.0,0.0
RP11-354K1.2,0.0,0.0,0.0,4.0,0.0
RP11-354K1.1,0.0,0.0,1.0,1.0,0.0
FAM71A,2.0,0.0,0.0,3.0,0.0
RP11-191N8.2,0.0,0.0,1.0,0.0,0.0
RP11-145A3.1,0.0,0.0,1.0,1.0,0.0
RP4-613A2.1,0.0,0.0,0.0,2.0,0.0
RP11-99J16--A.2,0.0,0.0,2.0,2.0,0.0
RP5-858B6.3,0.0,0.0,0.0,3.0,0.0
MT1HL1,0.0,0.0,0.0,2.0,0.0
XX-CR54.1,0.0,0.0,1.0,0.0,0.0
STON1-GTF2A1L,1.0,0.0,6.0,0.0,0.0
RP11-481J13.1,0.0,0.0,0.0,0.0,0.0
AC074391.1,0.0,0.0,3.0,4.0,0.0
AC023115.2,0.0,0.0,0.0,0.0,0.0
AC104135.3,0.0,0.0,0.0,5.0,0.0
AC105053.4,0.0,0.0,0.0,0.0,0.0
RGPD4,0.0,0.0,4.0,0.0,0.0
RP13-1039J1.3,0.0,0.0,0.0,0.0,0.0
LINC01120,0.0,0.0,0.0,0.0,0.0
AC007750.5,0.0,0.0,1.0,1.0,0.0
AC096649.2,0.0,0.0,0.0,1.0,0.0
AC007966.1,0.0,1.0,2.0,3.0,0.0
DIRC1,0.0,0.0,5.0,0.0,0.0
AC007879.4,0.0,0.0,2.0,0.0,0.0
AC007879.7,0.0,0.0,3.0,1.0,1.0
AC093850.2,0.0,0.0,1.0,0.0,0.0
AC114803.3,4.0,0.0,3.0,11.0,2.0
SAG,1.0,1.0,0.0,0.0,0.0
AC114812.8,0.0,0.0,1.0,0.0,0.0
AC112721.2,0.0,0.0,4.0,0.0,0.0
UBE2F-SCLY,1.0,1.0,1.0,0.0,0.0
GRM7-AS1,0.0,0.0,1.0,0.0,0.0
XIRP1,1.0,0.0,13.0,0.0,0.0
TGM4,0.0,0.0,0.0,0.0,0.0
PRSS42,0.0,0.0,0.0,0.0,0.0
RP11-446H18.5,1.0,0.0,0.0,0.0,0.0
RP11-446H18.6,0.0,0.0,3.0,2.0,0.0
COL6A5,0.0,0.0,2.0,0.0,0.0
KY,0.0,0.0,0.0,2.0,0.0
RP11-167H9.6,0.0,0.0,0.0,1.0,0.0
SLITRK3,0.0,0.0,6.0,0.0,0.0
RP11-71G7.1,0.0,0.0,0.0,0.0,0.0
RP11-114M1.1,0.0,0.0,5.0,0.0,0.0
RP11-33A14.1,0.0,0.0,3.0,0.0,1.0
PEX5L,0.0,2.0,0.0,0.0,0.0
CPN2,0.0,0.0,0.0,0.0,0.0
LINC01096,0.0,0.0,3.0,0.0,0.0
UGT2B11,0.0,0.0,0.0,4.0,1.0
SMR3B,0.0,0.0,0.0,1.0,0.0
MEPE,0.0,1.0,0.0,0.0,0.0
RP11-125O18.1,1.0,0.0,12.0,1.0,0.0
RP11-789C2.1,0.0,0.0,0.0,1.0,0.0
RP13-884E18.2,6.0,0.0,1.0,0.0,0.0
AC108142.1,0.0,0.0,10.0,2.0,0.0
CTD-2231H16.1,0.0,0.0,0.0,0.0,0.0
SLC6A3,0.0,0.0,0.0,0.0,0.0
HCN1,0.0,0.0,1.0,4.0,2.0
CTC-236F12.4,0.0,0.0,0.0,0.0,0.0
CTC-498J12.3,0.0,1.0,0.0,1.0,1.0
RP11-466P24.6,0.0,0.0,0.0,0.0,0.0
RP11-78C3.1,0.0,0.0,0.0,0.0,0.0
VCAN-AS1,0.0,0.0,0.0,0.0,1.0
HAPLN1,0.0,68.0,6.0,2.0,2.0
RP11-213H15.1,1.0,3.0,0.0,0.0,0.0
LIX1,1.0,0.0,7.0,1.0,0.0
ARL14EPL,0.0,0.0,0.0,6.0,0.0
CTC-448D22.1,0.0,0.0,1.0,1.0,0.0
ZNF474,0.0,0.0,3.0,3.0,0.0
AC106786.1,0.0,0.0,0.0,0.0,0.0
RP11-119J18.1,0.0,0.0,5.0,1.0,0.0
SLC25A48,0.0,1.0,8.0,3.0,0.0
SCGB3A2,0.0,1.0,0.0,1.0,0.0
HTR4,0.0,0.0,0.0,0.0,0.0
OFCC1,0.0,0.0,0.0,0.0,0.0
RPS10-NUDT3,0.0,0.0,0.0,0.0,0.0
RP3-483K16.4,0.0,0.0,0.0,0.0,0.0
HCRTR2,0.0,0.0,0.0,0.0,0.0
RP11-554D15.1,0.0,0.0,0.0,5.0,0.0
AL121963.1,0.0,0.0,0.0,0.0,0.0
RP11-63E9.1,0.0,0.0,2.0,2.0,0.0
RP11-439L18.3,0.0,1.0,0.0,2.0,0.0
RP3-466P17.2,0.0,0.0,2.0,2.0,0.0
RP3-470B24.5,0.0,0.0,0.0,1.0,0.0
KIF25-AS1,0.0,1.0,0.0,2.0,1.0
RP3-495K2.2,0.0,0.0,1.0,0.0,0.0
AC187652.1,1.0,0.0,1.0,0.0,0.0
AC004160.4,0.0,0.0,3.0,1.0,0.0
AC006380.3,0.0,0.0,0.0,2.0,0.0
RP5-1121E10.2,0.0,0.0,0.0,2.0,0.0
POLR2J2.1,0.0,0.0,0.0,0.0,0.0
AC006159.3,0.0,0.0,0.0,2.0,0.0
CTAGE15,0.0,0.0,0.0,2.0,0.0
SMPX,1.0,0.0,4.0,4.0,0.0
AWAT2,0.0,0.0,0.0,0.0,0.0
FGF16,0.0,0.0,1.0,0.0,0.0
TAF7L,0.0,1.0,1.0,1.0,0.0
ARMCX3-AS1,0.0,0.0,0.0,0.0,0.0
RP11-85L21.4,0.0,0.0,2.0,0.0,0.0
SAGE1,0.0,0.0,0.0,0.0,0.0
U82670.4,0.0,0.0,0.0,1.0,0.0
PLXNB3,1.0,0.0,0.0,1.0,0.0
RP11-115J16.1,0.0,0.0,0.0,5.0,0.0
RP11-156K13.3,6.0,0.0,0.0,1.0,0.0
ADAM2,1.0,0.0,0.0,2.0,0.0
RP11-865I6.2,0.0,0.0,14.0,1.0,0.0
AC117834.1,0.0,0.0,0.0,1.0,0.0
RP11-302J23.1,0.0,0.0,0.0,1.0,0.0
KB-1460A1.1,0.0,0.0,0.0,1.0,0.0
KB-1254G8.1,0.0,0.0,0.0,0.0,0.0
RP11-44N11.3,2.0,1.0,0.0,3.0,0.0
RP11-550A5.2,0.0,0.0,0.0,0.0,0.0
RP11-103H7.3,0.0,0.0,0.0,4.0,0.0
RP11-398H6.1,0.0,0.0,0.0,1.0,0.0
IFNB1,0.0,0.0,0.0,0.0,0.0
RP11-367F23.2,0.0,0.0,2.0,0.0,0.0
RP11-217B7.2,0.0,0.0,0.0,0.0,0.0
RP11-308N19.1,0.0,0.0,0.0,1.0,1.0
RP11-379F12.4,0.0,0.0,0.0,0.0,0.0
RP11-573G6.9,0.0,0.0,0.0,1.0,0.0
RP11-168L22.2,0.0,0.0,0.0,0.0,1.0
RP11-20J15.3,0.0,1.0,1.0,0.0,0.0
RP11-179B15.6,0.0,0.0,0.0,0.0,0.0
OPN4,0.0,0.0,0.0,0.0,0.0
RP11-96C23.15,1.0,1.0,0.0,1.0,1.0
LIPK,0.0,0.0,0.0,1.0,3.0
RP11-80H5.2,0.0,0.0,0.0,2.0,0.0
RP11-129J12.2,0.0,0.0,0.0,0.0,0.0
RP11-501J20.5,1.0,0.0,1.0,1.0,0.0
C10orf85,0.0,0.0,2.0,1.0,0.0
WDR11-AS1,0.0,0.0,1.0,0.0,0.0
GPR123,0.0,1.0,0.0,1.0,0.0
SPRN,0.0,0.0,1.0,0.0,0.0
IFITM5,0.0,0.0,0.0,2.0,0.0
RP11-754B17.1,0.0,0.0,0.0,0.0,0.0
IGF2-AS,0.0,0.0,1.0,0.0,0.0
KCNQ1-AS1,1.0,1.0,0.0,3.0,1.0
CTD-2516F10.4,0.0,0.0,0.0,1.0,0.0
OR5P2,0.0,0.0,0.0,1.0,0.0
CTC-497E21.3,0.0,0.0,0.0,1.0,0.0
RP11-22P4.2,0.0,0.0,0.0,1.0,0.0
RP11-115J23.1,0.0,0.0,0.0,3.0,0.0
RP11-63D14.1,0.0,0.0,0.0,0.0,0.0
RP11-872D17.4,0.0,0.0,1.0,2.0,0.0
AP000640.2,0.0,0.0,0.0,0.0,0.0
SLC22A9,1.0,1.0,0.0,5.0,0.0
OVOL1-AS1,0.0,0.0,0.0,3.0,0.0
RP11-867G23.3,1.0,1.0,0.0,3.0,0.0
RBM14-RBM4,1.0,0.0,0.0,0.0,0.0
CTD-2655K5.1,0.0,0.0,1.0,3.0,0.0
RP11-7I15.3,0.0,0.0,0.0,0.0,0.0
RP11-727A23.10,0.0,0.0,0.0,0.0,0.0
C11orf87,0.0,0.0,0.0,0.0,0.0
ABCG4,0.0,0.0,0.0,0.0,0.0
BLID,0.0,0.0,0.0,0.0,0.0
RP11-702B10.2,6.0,0.0,0.0,2.0,0.0
AP003025.2,0.0,0.0,0.0,0.0,0.0
RP11-469N6.1,0.0,0.0,1.0,0.0,0.0
PDE6H,1.0,0.0,0.0,1.0,0.0
RP11-421F16.3,0.0,0.0,0.0,0.0,0.0
RP11-547C5.1,0.0,0.0,1.0,1.0,1.0
TMPRSS12,0.0,0.0,0.0,0.0,0.0
RP11-362K2.2,0.0,0.0,4.0,0.0,0.0
RP11-767I20.1,0.0,0.0,0.0,0.0,1.0
RP11-54A9.1,0.0,0.0,5.0,0.0,0.0
RP11-121E16.1,0.0,0.0,4.0,0.0,0.0
STAB2,0.0,0.0,0.0,0.0,0.0
TBX5-AS1,0.0,0.0,0.0,0.0,0.0
RP11-417L19.4,0.0,0.0,0.0,0.0,0.0
RP11-386I8.6,0.0,0.0,1.0,0.0,0.0
SOHLH2,0.0,0.0,3.0,0.0,0.0
LINC01048,0.0,0.0,12.0,0.0,0.0
ARHGEF7-AS2,0.0,0.0,0.0,1.0,0.0
TSSK4,0.0,0.0,0.0,2.0,0.0
CTD-2503I6.1,0.0,0.0,1.0,1.0,0.0
LINC00517,1.0,0.0,2.0,0.0,0.0
LINC00519,0.0,0.0,0.0,1.0,0.0
HIF1A-AS1,0.0,1.0,0.0,2.0,0.0
SLC10A1,0.0,0.0,0.0,1.0,0.0
RP3-449M8.6,0.0,0.0,0.0,0.0,0.0
SERPINA12,0.0,0.0,0.0,0.0,0.0
AC026150.8,0.0,1.0,0.0,0.0,0.0
RP11-758N13.1,0.0,0.0,1.0,0.0,0.0
RP11-227D13.4,3.0,0.0,0.0,1.0,1.0
FOXB1,0.0,0.0,0.0,1.0,0.0
RP11-138H8.2,1.0,1.0,0.0,0.0,0.0
CT62,0.0,0.0,0.0,3.0,0.0
RP11-1006G14.1,0.0,0.0,0.0,1.0,0.0
RP11-358L4.1,0.0,0.0,1.0,4.0,0.0
GOLGA6L19,0.0,0.0,0.0,0.0,0.0
RP11-386M24.9,0.0,0.0,0.0,3.0,0.0
SPATA8,0.0,0.0,0.0,0.0,0.0
AC005606.14,0.0,0.0,0.0,0.0,0.0
CTD-3126B10.1,0.0,0.0,0.0,0.0,0.0
RP11-127I20.5,0.0,0.0,0.0,0.0,0.0
BCAR4,1.0,0.0,0.0,28.0,1.0
